"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V3";"V4";"V6";"V7";"V8";"V9";"V10";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA";"V2_01";"V21_01";"V22_01";"V2_02";"V21_02";"V22_02";"V2_03";"V21_03";"V22_03";"V5_01";"V5_02";"V5_03";"V11_01";"V11_02"
"TQRMNOPYRHKOKTCDEJJBJ00868549";3;2024;43;1;18;710000;710000;1;303;2;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;310;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPYPHKOKTCDEJJBJ00868532";3;2024;43;1;18;1310000;327500;1;813;4;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;809;2;2;2;2;2;2;1;1;2;2;2;2;2;2
"TQRMNORYXHJMKPCDEJJBJ00663953";3;2024;43;1;18;620000;620000;1;163;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;97;0;98;0;0;0;171;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOQPUHJMKPCDEJJBJ00663941";3;2024;43;1;18;1090000;272500;1;365;2;2;2;0;1;1;1;2;0;1;1;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;342;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQPRHJMKPCDEJJBJ00663939";3;2024;43;1;18;180000;180000;1;137;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;146;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOQPQHJMKPCDEJJBJ00663938";3;2024;43;1;18;500000;500000;1;162;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;97;0;98;0;0;0;171;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOTPUHJMKPCDEJJBJ00663952";3;2024;43;1;18;590000;590000;1;318;4;1;2;0;1;1;1;2;0;2;0;6;"";2;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;97;0;98;0;0;0;346;2;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNORYWHJMKPCDEJJBJ00868266";3;2024;43;1;18;1150000;383333,33;1;493;2;1;1;1;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1;"";2;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;489;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOQPTHJMKPCDEJJBJ00663940";3;2024;43;1;18;920000;153333,33;1;460;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;3;4;0;0;437;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQRMNOQPSHJMKPCDEJJBJ00663954";3;2024;43;1;18;890000;222500;1;394;4;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;415;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORTPHKNKMCDEJJBJ00867687";3;2024;43;1;18;216000;216000;1;81;1;1;2;0;1;2;2;2;0;2;0;8;"";2;"";3;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";1;2;"";4;2;1;1;"";1;2;2;2;2;2;2;1;0;98;0;0;0;84;0;2;2;0;2;2;0;2;2;2;2;2;1;2
"TQRMNOSTPHKNKMCDEJJBJ00868291";3;2024;43;1;18;580000;193333,33;1;277;2;1;2;0;1;2;2;2;0;2;0;8;"";2;"";3;1;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;3;2;1;1;"";2;2;"";4;1;1;1;"";1;2;2;2;2;2;2;1;0;98;0;0;0;289;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNORSXHKNKMCDEJJBJ00868290";3;2024;43;1;18;680000;170000;1;225;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1;"";1;2;"";4;2;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;231;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNORSWHKNKMCDEJJBJ00868289";3;2024;43;1;18;800000;800000;1;233;4;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;97;0;0;0;240;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQSMNOQPUHKNKMCDEJJBJ00868288";3;2024;43;1;18;680000;680000;1;79;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;81;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQPUHKNKMCDEJJBJ00868287";3;2024;43;1;18;840000;420000;1;121;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;122;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQPTHKNKMCDEJJBJ00868286";3;2024;43;1;18;380000;126666,67;1;108;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;0;98;0;0;0;108;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORSVHKNKMCDEJJBJ00867686";3;2024;43;1;18;840000;210000;1;227;4;2;1;1;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;219;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOQPVHKNKMCDEJJBJ00867685";3;2024;43;1;18;540000;180000;1;119;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;0;1;0;0;0;118;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOSXWHJOKPCDEJJBJ00659231";3;2024;43;1;18;1402000;200285,71;1;1101;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;2;2;2;7;2;5;1;"";3;3;"";6;2;2;1;"";1;2;2;3;2;2;2;4;0;98;0;0;0;994;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQRMNORVPHJOKPCDEJJBJ00661092";3;2024;43;1;18;1140000;228000;1;849;5;3;2;0;1;2;1;2;0;1;1;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;3;0;0;0;890;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNORUWHJOKPCDEJJBJ00661103";3;2024;43;1;18;340000;113333,33;1;963;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;1;"";1;2;"";4;2;1;1;"";1;2;2;2;2;2;2;1;0;98;0;0;0;1053;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOPVTHJOKPCDEJJBJ00663666";3;2024;43;1;18;945000;157500;1;607;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;0;6;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;549;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQSMNOSXUHJOKPCDEJJBJ00661072";3;2024;43;2;18;750000;375000;1;451;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";1;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;446;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORUXHJOKPCDEJJBJ00661091";3;2024;43;1;18;555000;185000;1;736;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";3;2;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;735;2;2;2;1;2;2;1;2;2;2;2;2;2;2
"TQRMNORUVHJOKPCDEJJBJ00659232";3;2024;43;1;18;805000;161000;1;882;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;"";2;2;"";4;2;1;1;"";1;2;1;2;2;2;2;2;0;5;0;0;0;853;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOPVUHJOKPCDEJJBJ00661751";3;2024;43;1;18;800000;160000;1;955;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;"";3;2;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;873;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSXVHJOKPCDEJJBJ00661102";3;2024;43;1;18;560000;93333,33;1;832;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;823;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOSXUHJOKPCDEJJBJ00664111";3;2024;43;1;18;990000;330000;1;809;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1;"";1;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;807;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQVYHKLLMCDEJKCD00869525";3;2024;44;1;22;0;0;1;0;5;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;3;0;0;0;84;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQVXHKLLMCDEJKCD00869524";3;2024;44;1;22;720000;360000;1;184;3;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;177;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOQVUHKLLMCDEJKCD00869523";3;2024;44;1;22;2000000;666666,67;1;121;5;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;99;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPQTHKLLMCDEJKCD00869522";3;2024;44;1;22;1150000;383333,33;1;200;5;1;2;0;1;1;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;149;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPQQHKLLMCDEJKCD00869521";3;2024;44;1;22;2400000;800000;1;242;4;2;2;0;2;1;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;3;2;0;0;0;173;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQVWHKLLMCDEJKCD00868899";3;2024;44;1;22;2050000;512500;1;172;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;3;0;0;0;129;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPQUHKLLMCDEJKCD00868898";3;2024;44;1;22;1120000;560000;1;215;3;1;2;0;2;1;1;2;0;1;1;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;177;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOQVVHKLLMCDEJKCD00867591";3;2024;44;1;22;1800000;900000;1;141;4;1;2;0;2;2;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;112;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORQTHJKKNCDEJKCD00662273";3;2024;44;1;22;770000;770000;1;306;3;1;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;295;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORQPHJKKNCDEJKCD00663295";3;2024;44;1;22;825000;825000;1;738;3;1;2;0;1;2;1;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;508;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPPUHJKKNCDEJKCD00662150";3;2024;44;1;22;0;0;1;0;2;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;4;0;0;0;187;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORQUHJKKNCDEJKCD00662276";3;2024;44;1;22;500000;250000;1;225;3;1;2;0;1;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;163;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPPYHJKKNCDEJKCD00663511";3;2024;44;1;22;500000;500000;1;265;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;218;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPPWHJKKNCDEJKCD00662153";3;2024;44;1;22;980000;490000;1;166;2;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";2;2;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;129;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORRQHKLLNCDEJKCD00872131";3;2024;44;1;22;360000;90000;1;1102;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;"";2;2;"";4;2;3;4;"ALJIBE";1;2;3;4;2;2;2;1;0;98;0;0;0;1050;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQRMNOPRWHKLLNCDEJKCD00872130";3;2024;44;1;22;1270000;1270000;1;1324;4;1;2;0;2;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;1314;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORRRHKLLNCDEJKCD00869496";3;2024;44;1;22;400000;133333,33;1;1095;3;2;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;813;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQRMNORRPHKLLNCDEJKCD00869495";3;2024;44;1;22;1522000;380500;1;780;5;2;1;1;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;1;3;1;"";5;1;"";4;1;2;1;"";1;1;2;2;2;2;2;2;3;98;0;0;0;617;2;2;2;2;2;2;1;2;2;1;1;2;2;2
"TQRMNOPRVHKLLNCDEJKCD00869494";3;2024;44;1;22;2600000;1300000;1;1107;5;2;1;1;2;1;1;2;0;2;0;4;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;723;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOURPHJLKPCDEJKCD00871279";3;2024;44;1;22;447000;149000;1;1719;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";4;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;1569;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQRMNOQYWHJLKPCDEJKCD00871278";3;2024;44;1;22;497000;497000;1;2769;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;2602;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQYTHJLKPCDEJKCD00871277";3;2024;44;1;22;200000;200000;1;2347;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;1809;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOUQYHJLKPCDEJKCD00869055";3;2024;44;1;22;450000;90000;1;1848;4;3;2;0;2;2;2;0;0;0;0;9;"CONSTANCIA DE TIERRA";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;"";4;1;"";4;1;2;1;"";1;1;2;2;2;2;2;1;2;98;0;0;0;1162;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOUQVHJLKPCDEJKCD00869054";3;2024;44;1;22;370000;123333,33;1;1868;3;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;1;"";3;1;"";4;1;3;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;1407;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOSWSHJLKPCDEJKCD00869053";3;2024;44;1;22;480000;120000;1;1213;3;2;1;1;1;1;1;2;0;2;0;6;"";2;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;1;98;0;0;0;819;2;2;2;2;2;2;1;2;2;1;2;2;2;2
"TQRMNOQYVHJLKPCDEJKCD00869052";3;2024;44;1;22;800000;160000;1;1897;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;5;2;3;1;"";2;2;"";4;1;1;1;"";1;1;1;2;2;2;2;2;3;98;0;0;0;1446;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNOQYUHJLKPCDEJKCD00869051";3;2024;44;1;22;440000;220000;1;2012;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;98;0;97;0;0;0;1968;2;2;2;2;2;2;1;2;2;2;2;2;2;2
"TQRMNOQPTHJLKNCDEJKCD00868984";3;2024;44;1;22;740000;246666,67;1;956;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;784;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQPVHJLKNCDEJKCD00869043";3;2024;44;1;22;80000;40000;1;640;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";2;1;"";2;1;1;1;"";1;1;2;2;2;2;2;1;0;2;0;0;0;565;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQPUHJLKNCDEJKCD00867859";3;2024;44;1;22;243000;243000;1;979;3;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;784;2;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOQRQHJLKOCDEJKCD00663270";3;2024;44;1;22;200000;100000;1;507;2;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;458;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPWSHJLKOCDEJKCD00659202";3;2024;44;1;22;545000;77857,14;1;743;4;4;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;7;1;6;1;"";4;1;"";4;1;1;1;"";1;2;1;2;2;2;2;1;0;98;0;0;0;607;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPWRHJLKOCDEJKCD00659368";3;2024;44;1;22;500000;125000;1;1140;1;1;2;0;2;2;2;0;0;0;0;4;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;"";1;2;"";5;2;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;765;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPWQHJLKOCDEJKCD00659366";3;2024;44;1;22;360000;360000;1;1445;2;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;1203;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQRRHJLKOCDEJKCD00659456";3;2024;44;1;22;200000;40000;1;829;3;3;2;0;2;2;2;0;0;0;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;1;"";3;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;0;98;0;0;0;851;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQQYHJLKOCDEJKCD00659450";3;2024;44;1;22;452000;150666,67;1;764;3;3;2;0;2;2;2;0;0;0;0;2;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;3;98;0;0;0;537;2;2;2;2;2;2;1;2;2;2;2;2;1;2
"TQRMNOQXUHJLKMCDEJKCD00872129";3;2024;44;1;22;840000;420000;1;1038;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";1;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;811;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOQXRHJLKMCDEJKCD00663200";3;2024;44;1;22;400000;400000;1;1288;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1072;0;2;2;0;2;2;0;2;2;2;2;2;2;2
