jurisdiccion,fecha,salario_promedio,ipc_nacional,ipc_regional,ipc_region,salario_real_nac,salario_real_reg,salario_real_nac_ma12,salario_real_reg_ma12
Santa Cruz,2021-08-01,188719.69829547967,510.3942,510.9537,Patagonia,36975.28269237379,36934.79434545237,36672.57780932563,37110.84920441154
Santa Fe,2021-08-01,90656.29006607302,510.3942,518.532,Pampeana,17762.014158090555,17483.25851944972,18921.766383376154,18599.354117047125
Santiago del Estero,2021-08-01,62387.52194097734,510.3942,522.5566,NOA,12223.399470640015,11938.90230091388,13044.969616599337,12722.446428615123
Tierra del Fuego,2021-08-01,125856.80135284892,510.3942,510.9537,Patagonia,24658.74442790473,24631.742827745238,27455.239038051568,27789.420195931914
Tucumán,2021-08-01,66373.94876752465,510.3942,522.5566,NOA,13004.448084936044,12701.772165450526,14257.25351590211,13904.883368988381
Buenos Aires,2021-09-01,99563.40456453909,528.4968,517.0425,GBA,18838.97964274128,19256.328940955354,20008.26223727471,20516.261500891247
C.A.B.A.,2021-09-01,119538.40454339488,528.4968,517.0425,GBA,22618.56732971607,23119.647716269916,24383.3511369251,25004.101495120474
Catamarca,2021-09-01,73468.78007557218,528.4968,539.5962,NOA,13901.461669317992,13615.511020198472,14898.576225451015,14525.381155799867
Chaco,2021-09-01,71780.2525905853,528.4968,544.6525,NEA,13581.96541409244,13179.091731073535,14534.316095378483,13976.562562135401
Chubut,2021-09-01,153377.7350870712,528.4968,530.0859,Patagonia,29021.506863820407,28934.505725783536,30915.871459380804,31270.551315193334
Corrientes,2021-09-01,70916.81645649225,528.4968,544.6525,NEA,13418.58956506307,13020.562001733626,14698.991832792586,14133.755492896584
Córdoba,2021-09-01,84127.23071582745,528.4968,536.214,Pampeana,15918.21004702913,15689.114927217013,17313.403392607506,17012.157542545152
Entre Ríos,2021-09-01,77394.30393338432,528.4968,536.214,Pampeana,14644.233216432782,14433.473190439696,15933.045668011608,15655.919200565484
Formosa,2021-09-01,75584.90334034519,528.4968,544.6525,NEA,14301.865846745937,13877.63818955117,15460.277821466945,14866.396025355538
Jujuy,2021-09-01,80988.83135784765,528.4968,539.5962,NOA,15324.374974048595,15009.155245690696,15837.52820211527,15442.189478705683
La Pampa,2021-09-01,86464.34533598059,528.4968,536.214,Pampeana,16360.429303636385,16124.969757593157,17557.91831109194,17252.858195730383
La Rioja,2021-09-01,73700.08788465968,528.4968,539.5962,NOA,13945.228785616047,13658.377854525233,14357.128726166411,14000.866305225318
Mendoza,2021-09-01,78722.41340561652,528.4968,548.1352,Cuyo,14895.53265140234,14361.860614975376,15631.944695758371,15001.573036950007
Misiones,2021-09-01,67975.33762052614,528.4968,544.6525,NEA,12862.014986756049,12480.496760875263,13483.681045137231,12965.63054318473
Neuquén,2021-09-01,150172.50048603598,528.4968,530.0859,Patagonia,28415.025499877385,28329.84248138575,28755.18179323226,29082.716115853502
Río Negro,2021-09-01,95762.04624258175,528.4968,530.0859,Patagonia,18119.70218979221,18065.382656392434,18709.446117228144,18922.52166295658
Salta,2021-09-01,78375.05119174553,528.4968,539.5962,NOA,14829.806195940171,14524.759661344084,15617.907708094357,15227.53364876192
San Juan,2021-09-01,80812.94167367223,528.4968,548.1352,Cuyo,15291.093848377557,14743.249781016113,16653.272015334718,15980.837632870283
San Luis,2021-09-01,92352.45582931692,528.4968,548.1352,Cuyo,17474.553456012774,16848.4811464976,19046.133263050124,18277.132385513774
Santa Cruz,2021-09-01,185848.5387377536,528.4968,530.0859,Patagonia,35165.49934413105,35060.07964704468,36815.12307843819,37234.33610187844
Santa Fe,2021-09-01,93497.83258049413,528.4968,536.214,Pampeana,17691.276953899083,17436.663828339824,18938.85894999837,18609.450750573218
Santiago del Estero,2021-09-01,64438.03155166176,528.4968,539.5962,NOA,12192.700419692563,11941.898692329889,13063.645097387604,12736.695025797751
Tierra del Fuego,2021-09-01,128986.08395040288,528.4968,530.0859,Patagonia,24406.218533471325,24333.05318070201,27378.542939739556,27698.849664179423
Tucumán,2021-09-01,68923.73255488326,528.4968,539.5962,NOA,13041.466392016613,12773.205696200837,14247.995894732761,13891.373526122445
Buenos Aires,2021-10-01,104138.32555674671,547.0802,536.5423,GBA,19035.294195758997,19409.15479669482,20011.78820855825,20521.297290579747
C.A.B.A.,2021-10-01,125092.58333730028,547.0802,536.5423,GBA,22865.492726167075,23314.579919849803,24417.73879044159,25040.867523522218
Catamarca,2021-10-01,77201.4994638997,547.0802,556.8596,NOA,14111.550639906125,13863.727852388593,14908.521505631581,14537.322754152103
Chaco,2021-10-01,75251.42401149061,547.0802,563.832,NEA,13755.09916306432,13346.426597193953,14525.04809940755,13966.002012510278
Chubut,2021-10-01,157477.6405707888,547.0802,545.2786,Patagonia,28785.11058722081,28880.216566501746,30957.676157485268,31304.765267691873
Corrientes,2021-10-01,74946.28294133363,547.0802,563.832,NEA,13699.322867348084,13292.30744997333,14682.75391922855,14116.428955740112
Córdoba,2021-10-01,88298.21153766684,547.0802,554.4476,Pampeana,16139.90262079798,15925.438497283934,17315.639977240873,17012.870915937623
Entre Ríos,2021-10-01,81055.78879356426,547.0802,554.4476,Pampeana,14816.070622472585,14619.197340481636,15943.061759789034,15664.440064929162
Formosa,2021-10-01,79328.2731174238,547.0802,563.832,NEA,14500.300525850469,14069.48756321454,15430.083484819312,14835.418212657267
Jujuy,2021-10-01,84649.04217758909,547.0802,556.8596,NOA,15472.87622136372,15201.146245407117,15850.91299251915,15457.714997476902
La Pampa,2021-10-01,89852.11070001396,547.0802,554.4476,Pampeana,16423.9376054944,16205.699276182992,17544.133203268695,17237.718623049986
La Rioja,2021-10-01,78132.88666855541,547.0802,556.8596,NOA,14281.79756250645,14030.984949986569,14363.275018217633,14009.1091201794
Mendoza,2021-10-01,81833.36585978832,547.0802,565.1606,Cuyo,14958.202811907344,14479.665755147884,15639.809637722548,15010.768583565925
Misiones,2021-10-01,71696.08360508323,547.0802,563.832,NEA,13105.223622621188,12715.859263944441,13487.540211024409,12967.898434902461
Neuquén,2021-10-01,152428.24715184135,547.0802,545.2786,Patagonia,27862.13925341136,27954.195736242236,28929.583908251367,29250.652612697802
Río Negro,2021-10-01,98508.75723312258,547.0802,545.2786,Patagonia,18006.273528656784,18065.76624006931,18747.775354998874,18956.182750722895
Salta,2021-10-01,80810.26473530177,547.0802,556.8596,NOA,14771.191634298182,14511.784430995132,15610.310544506734,15222.375887438942
San Juan,2021-10-01,85724.27219494231,547.0802,565.1606,Cuyo,15669.415964047377,15168.126050354946,16679.7126537155,16008.066588209824
San Luis,2021-10-01,97796.43181813022,547.0802,565.1606,Cuyo,17876.068594354216,17304.184300556375,19048.855686782026,18281.667099772152
Santa Cruz,2021-10-01,183273.76377969357,547.0802,545.2786,Patagonia,33500.34670962202,33611.0318247761,36744.67383854057,37154.26862170383
Santa Fe,2021-10-01,97645.2095238974,547.0802,554.4476,Pampeana,17848.426889493974,17611.26020274908,18946.663569432356,18615.506004669143
Santiago del Estero,2021-10-01,66967.00795349412,547.0802,556.8596,NOA,12240.802711100516,12025.83343332756,13065.336125344498,12740.252441297882
Tierra del Fuego,2021-10-01,144072.40956358478,547.0802,545.2786,Patagonia,26334.787763034517,26421.79787792603,27455.910041902112,27769.52972087817
Tucumán,2021-10-01,73062.76083972673,547.0802,556.8596,NOA,13355.036581423847,13120.499465166216,14203.057172981136,13849.379788093609
Buenos Aires,2021-11-01,105976.191337898,560.9184,548.7073,GBA,18893.33481267471,19313.79286149428,20049.561271380986,20562.477966374263
C.A.B.A.,2021-11-01,130460.8365963684,560.9184,548.7073,GBA,23258.434131661288,23776.034435184003,24511.08987054648,25139.37787989094
Catamarca,2021-11-01,80433.86460875136,560.9184,571.6452,NOA,14339.673044911944,14070.592145049299,14950.356919307824,14578.533589478166
Chaco,2021-11-01,78602.30320823408,560.9184,580.5865,NEA,14013.144016711536,13538.43108791439,14539.383465403656,13979.085684508487
Chubut,2021-11-01,160254.52062983584,560.9184,557.2236,Patagonia,28570.02384479379,28759.463997906016,30951.544557825342,31293.117786471965
Corrientes,2021-11-01,79408.21543010802,560.9184,580.5865,NEA,14156.821282758421,13677.241105349163,14687.573307069535,14120.304743052646
Córdoba,2021-11-01,92226.87991436636,560.9184,570.0207,Pampeana,16442.120621175265,16179.566797199883,17360.73706757438,17054.960909938516
Entre Ríos,2021-11-01,85460.76965851398,560.9184,570.0207,Pampeana,15235.864906288325,14992.573016824472,15980.565966109787,15699.218807065374
Formosa,2021-11-01,85326.95118339287,560.9184,580.5865,NEA,15212.007875547115,14696.681921366218,15428.464598597318,14833.011153001964
Jujuy,2021-11-01,85304.16392679761,560.9184,571.6452,NOA,15207.94538506806,14922.571540318646,15865.66342238421,15472.362929725741
La Pampa,2021-11-01,92915.94478247146,560.9184,570.0207,Pampeana,16564.966451888806,16300.450980547103,17532.401927825078,17223.771958389305
La Rioja,2021-11-01,82178.88916751654,560.9184,571.6452,NOA,14650.774367094487,14375.85571741292,14397.647738265889,14043.00194350189
Mendoza,2021-11-01,84538.13266049253,560.9184,580.1379,Cuyo,15071.378057930087,14572.075477311952,15667.361892748497,15037.461925962854
Misiones,2021-11-01,75331.60194880767,560.9184,580.5865,NEA,13430.046500312286,12975.086735362891,13535.669752708523,13013.68617990222
Neuquén,2021-11-01,154930.941975925,560.9184,557.2236,Patagonia,27620.941294834505,27804.088336517874,28952.964661017875,29268.962284941652
Río Negro,2021-11-01,100801.5178747503,560.9184,557.2236,Patagonia,17970.798938802916,18089.95847892126,18797.719729833512,19003.13773757176
Salta,2021-11-01,82888.9396825952,560.9184,571.6452,NOA,14777.361499033583,14500.067468876709,15621.525840850163,15233.55052126103
San Juan,2021-11-01,88718.95856333028,560.9184,580.1379,Cuyo,15816.731731982813,15292.73618622922,16726.915680409624,16053.76155025641
San Luis,2021-11-01,99876.72821007832,560.9184,580.1379,Cuyo,17805.928315077257,17216.03229336996,19073.513782311536,18305.572284407954
Santa Cruz,2021-11-01,177227.36774258915,560.9184,557.2236,Patagonia,31595.92691959992,31805.431023127727,36644.8686906255,37047.533198358804
Santa Fe,2021-11-01,100349.8861952526,560.9184,570.0207,Pampeana,17890.282471613093,17604.603867061775,18985.87388097529,18651.584778872453
Santiago del Estero,2021-11-01,70393.93322302513,560.9184,571.6452,NOA,12549.763606083367,12314.269974282146,13094.257745080697,12768.772849298897
Tierra del Fuego,2021-11-01,143162.5943595465,560.9184,557.2236,Patagonia,25522.89145079685,25692.12688758094,27443.48629470766,27752.11639699714
Tucumán,2021-11-01,78300.38095854645,560.9184,571.6452,NOA,13959.317604583206,13697.373993264782,14218.393951638995,13864.588506392314
Buenos Aires,2021-12-01,156880.39567905522,582.4575,570.9981,GBA,26934.2219267595,27474.766672438174,20079.260666568152,20585.34363097046
C.A.B.A.,2021-12-01,189954.0883578636,582.4575,570.9981,GBA,32612.523378592192,33267.02634524766,24595.6880838226,25216.84093690031
Catamarca,2021-12-01,121482.70208346203,582.4575,594.7475,NOA,20856.92124892581,20425.929000704004,14983.097230323543,14612.48298426925
Chaco,2021-12-01,114152.3711501357,582.4575,606.2078,NEA,19598.403514442805,18830.56785975629,14552.60985691467,14005.030012089066
Chubut,2021-12-01,249453.59722168188,582.4575,574.4506,Patagonia,42827.776656954695,43424.72568079516,31117.548251365326,31445.77545598145
Corrientes,2021-12-01,116569.07367842272,582.4575,606.2078,NEA,20013.318341410784,19229.22695458929,14693.528069815904,14139.604254542392
Córdoba,2021-12-01,136417.7838362588,582.4575,590.0958,Pampeana,23421.070865472386,23117.90455655824,17382.130741702607,17081.986141021785
Entre Ríos,2021-12-01,128802.43481645314,582.4575,590.0958,Pampeana,22113.61941711681,21827.37698123815,16024.470528556902,15748.06115122769
Formosa,2021-12-01,121767.3889339784,582.4575,606.2078,NEA,20905.79809410616,20086.740707390833,15394.163658097777,14814.568704017716
Jujuy,2021-12-01,123779.43907352908,582.4575,594.7475,NOA,21251.239630965192,20812.099096428166,15927.12405581526,15534.443740747754
La Pampa,2021-12-01,137963.3144154365,582.4575,590.0958,Pampeana,23686.417363573564,23379.816364637147,17533.871285536956,17231.25944277824
La Rioja,2021-12-01,123625.54103445698,582.4575,594.7475,NOA,21224.81743894739,20786.222898701886,14431.629328606066,14078.199494423858
Mendoza,2021-12-01,121343.6638020268,582.4575,602.829,Cuyo,20833.050274402303,20129.035564318707,15701.678117449303,15073.866283182873
Misiones,2021-12-01,110005.5149094386,582.4575,606.2078,NEA,18886.444918202375,18146.50271894202,13600.5086751874,13088.314474109698
Neuquén,2021-12-01,234346.08414888597,582.4575,574.4506,Patagonia,40234.02293710459,40794.81928452785,29339.213006270747,29646.942641508427
Río Negro,2021-12-01,146692.06788354265,582.4575,574.4506,Patagonia,25185.025153516377,25536.063132938263,18883.517662028797,19080.86832760904
Salta,2021-12-01,120913.77920693264,582.4575,594.7475,NOA,20759.24495897686,20330.271116218675,15634.023770841077,15247.689210549486
San Juan,2021-12-01,132517.32242780805,582.4575,602.829,Cuyo,22751.414897706367,21982.572574943817,16836.761628007513,16163.304191210966
San Luis,2021-12-01,149640.93392619127,582.4575,602.829,Cuyo,25691.305189853556,24823.114668702285,19125.543993206655,18359.83086393193
Santa Cruz,2021-12-01,282409.02343591716,582.4575,574.4506,Patagonia,48485.773371605166,49161.585597772406,37065.56054907574,37457.43124367105
Santa Fe,2021-12-01,149693.65953019695,582.4575,590.0958,Pampeana,25700.357456157224,25367.687675492172,19049.6959705663,18720.94073206775
Santiago del Estero,2021-12-01,101030.44566604302,582.4575,594.7475,NOA,17345.54807278523,16987.115652616114,13094.504505182787,12770.612524665274
Tierra del Fuego,2021-12-01,247667.66953056777,582.4575,574.4506,Patagonia,42521.157257064726,43113.83250893423,27490.746704427773,27783.946845915707
Tucumán,2021-12-01,116299.41483267264,582.4575,594.7475,NOA,19967.02159945964,19554.418443570197,14232.01299790145,13879.750906711884
Buenos Aires,2022-01-01,118975.10763963366,605.0317,593.4219,GBA,19664.276704779873,20048.99172740906,20136.22549748586,20625.379687866774
C.A.B.A.,2022-01-01,152143.29991322814,605.0317,593.4219,GBA,25146.335293378535,25638.302178134665,24688.533244027327,25288.657289951443
Catamarca,2022-01-01,86430.70445372189,605.0317,618.7562,NOA,14285.318348397595,13968.458732813002,14904.701730642493,14552.519512520666
Chaco,2022-01-01,85653.43039287302,605.0317,626.964,NEA,14156.8500283329,13661.618592594314,14597.3860045729,14065.03218435857
Chubut,2022-01-01,179851.33307869438,605.0317,595.088,Patagonia,29725.93553010435,30222.64489935848,31024.561450394307,31348.12234087872
Corrientes,2022-01-01,88537.35902328251,605.0317,626.964,NEA,14633.507471308116,14121.601722472502,14735.900579261015,14197.910135805037
Córdoba,2022-01-01,106359.9239720716,605.0317,612.8039,Pampeana,17579.231629032263,17356.274000878846,17445.402292023216,17156.678030587802
Entre Ríos,2022-01-01,97225.57349128944,605.0317,612.8039,Pampeana,16069.500737116658,15865.691045910353,16076.61588048356,15810.76788095772
Formosa,2022-01-01,89251.30588799101,605.0317,626.964,NEA,14751.509034649094,14235.475384231151,15413.10345247656,14850.753778944494
Jujuy,2022-01-01,92288.31436569404,605.0317,618.7562,NOA,15253.46760602693,14915.133677156533,15943.119613660345,15566.597260680941
La Pampa,2022-01-01,102984.98285498456,605.0317,612.8039,Pampeana,17021.419349595162,16805.536461988013,17531.303201232215,17241.115524837944
La Rioja,2022-01-01,84014.16944696264,605.0317,618.7562,NOA,13885.912002125284,13577.911533971317,14462.711873186621,14123.407546905502
Mendoza,2022-01-01,91981.37414600702,605.0317,627.2454,Cuyo,15202.736343567953,14664.336182618,15721.56351494646,15098.130279440986
Misiones,2022-01-01,82877.8476051843,605.0317,626.964,NEA,13698.100050821187,13218.916493639872,13662.502236971557,13164.111402770308
Neuquén,2022-01-01,172049.0985132097,605.0317,595.088,Patagonia,28436.377550665475,28911.53888386419,29421.67789801012,29728.01557167357
Río Negro,2022-01-01,103692.02845210052,605.0317,595.088,Patagonia,17138.280267315004,17424.654580851995,18949.15180005593,19145.949084984357
Salta,2022-01-01,89597.7678738614,605.0317,618.7562,NOA,14808.772478179475,14480.302237595584,15637.77688143226,15267.545351794133
San Juan,2022-01-01,114301.99140465536,605.0317,627.2454,Cuyo,18891.901268091468,18222.85048318495,16922.39700436558,16251.974745448912
San Luis,2022-01-01,112533.80285651388,605.0317,627.2454,Cuyo,18599.654010940896,17940.95307139979,19110.98403041863,18352.163596687
Santa Cruz,2022-01-01,211414.87411780583,605.0317,595.088,Patagonia,34942.776406228935,35526.65725368447,36993.76482918973,37380.822486525954
Santa Fe,2022-01-01,113345.211874114,605.0317,612.8039,Pampeana,18733.76417700329,18496.16359721503,19072.40506855846,18756.777317547094
Santiago del Estero,2022-01-01,78123.54294834367,605.0317,618.7562,NOA,12912.305743375706,12625.900629091662,13139.15834322073,12827.84488439599
Tierra del Fuego,2022-01-01,155108.38676702252,605.0317,595.088,Patagonia,25636.406615888478,26064.781472155802,27536.934168838423,27828.374805035914
Tucumán,2022-01-01,88356.96537171183,605.0317,618.7562,NOA,14603.691901054412,14279.770509242868,14258.967308661724,13921.763545653914
Buenos Aires,2022-02-01,117398.80679681394,633.4341,620.5007,GBA,18533.704894765524,18920.011983356977,20133.77110518392,20607.67627244352
C.A.B.A.,2022-02-01,154133.4951606421,633.4341,620.5007,GBA,24332.996149187755,24840.180705781975,24753.521850832236,25335.717272464775
Catamarca,2022-02-01,87900.22052202094,633.4341,648.7805,NOA,13876.774319857574,13548.529976166199,14914.656393743746,14572.610172474519
Chaco,2022-02-01,86304.77953740508,633.4341,658.0826,NEA,13624.902659551339,13114.581594682048,14585.004198355344,14069.59074779631
Chubut,2022-02-01,186897.03850096877,633.4341,623.903,Patagonia,29505.364251935407,29956.10511585435,31066.19630693233,31390.65693330104
Corrientes,2022-02-01,88380.6218883685,633.4341,658.0826,NEA,13952.615100508248,13430.019558087162,14723.493807554798,14202.83705508564
Córdoba,2022-02-01,102846.81658789195,633.4341,641.3956,Pampeana,16236.387745448494,16034.849099041523,17441.913533090978,17163.809426543125
Entre Ríos,2022-02-01,95580.13218176048,633.4341,641.3956,Pampeana,15089.199047187463,14901.900197282375,16069.520796909272,15813.620445704071
Formosa,2022-02-01,91279.89391594307,633.4341,658.0826,NEA,14410.322070747861,13870.583102477269,15387.353916121914,14843.576758011139
Jujuy,2022-02-01,89975.3557397066,633.4341,648.7805,NOA,14204.375125953373,13868.38163904535,15942.780980210004,15576.978197921233
La Pampa,2022-02-01,107469.79637098683,633.4341,641.3956,Pampeana,16966.215802241597,16755.617963544937,17503.609531676673,17225.00539521688
La Rioja,2022-02-01,75565.92061681036,633.4341,648.7805,NOA,11929.5630937473,11647.378522753128,14451.3570698461,14121.417600864417
Mendoza,2022-02-01,91985.0455498841,633.4341,661.1462,Cuyo,14521.644090503514,13912.96592945465,15733.089004822994,15111.879620071702
Misiones,2022-02-01,83030.09310193418,633.4341,658.0826,NEA,13107.929159786974,12616.971350091035,13672.600815823338,13189.367207959189
Neuquén,2022-02-01,178266.83563842988,633.4341,623.903,Patagonia,28142.917414523454,28572.844759270254,29596.501471082414,29905.74663132795
Río Negro,2022-02-01,115801.06596869984,633.4341,623.903,Patagonia,18281.47015904257,18560.748380549514,18979.76553114975,19177.19335026206
Salta,2022-02-01,93659.45025709365,633.4341,648.7805,NOA,14785.98172360687,14436.23078330709,15640.4818418059,15281.308820476024
San Juan,2022-02-01,107798.8148172036,633.4341,661.1462,Cuyo,17018.15781897495,16304.837692057157,16962.319066416934,16293.336122274666
San Luis,2022-02-01,109303.02998915596,633.4341,661.1462,Cuyo,17255.627694997154,16532.353961825076,19052.123282591383,18299.15045151501
Santa Cruz,2022-02-01,246421.56642444868,633.4341,623.903,Patagonia,38902.47879368173,39496.775368037765,37245.117856147954,37636.34157658489
Santa Fe,2022-02-01,113810.55196713858,633.4341,641.3956,Pampeana,17967.228472091825,17744.205287210978,19075.638657761556,18771.61982381562
Santiago del Estero,2022-02-01,79182.89420944787,633.4341,648.7805,NOA,12500.57333658669,12204.881960762981,13138.041767647586,12836.188844480082
Tierra del Fuego,2022-02-01,158077.02877029584,633.4341,623.903,Patagonia,24955.560297479384,25336.795747142718,27492.870356359424,27783.869532387675
Tucumán,2022-02-01,88017.04085206972,633.4341,648.7805,NOA,13895.216700848554,13566.536116925483,14263.739263168456,13936.854879578865
Buenos Aires,2022-03-01,132065.4518296194,676.0566,661.8688,GBA,19534.673846778416,19953.418536969773,20186.954933364374,20653.418205751626
C.A.B.A.,2022-03-01,172849.71088859392,676.0566,661.8688,GBA,25567.343161592376,26115.40397259909,24829.207089981373,25401.825813909512
Catamarca,2022-03-01,99604.7402587083,676.0566,692.6827,NOA,14733.19545415403,14379.562281360328,15000.202631246264,14659.402517087337
Chaco,2022-03-01,90881.66929004269,676.0566,705.7838,NEA,13442.908373358487,12876.700951487222,14588.030643638082,14068.109552436437
Chubut,2022-03-01,196640.43200721568,676.0566,670.3019,Patagonia,29086.38596342609,29336.099451189933,31186.89797932762,31480.142321643732
Corrientes,2022-03-01,93188.15873887704,676.0566,705.7838,NEA,13784.076472129263,13203.49924989452,14745.441778920102,14219.443140550185
Córdoba,2022-03-01,111771.90059934798,676.0566,683.9059,Pampeana,16532.92055714684,16343.16952074079,17469.428160033924,17202.968351038635
Entre Ríos,2022-03-01,102727.38460678938,676.0566,683.9059,Pampeana,15195.086418324941,15020.68992339288,16104.486462042596,15859.09136678198
Formosa,2022-03-01,95621.80255063264,676.0566,705.7838,NEA,14144.05281312728,13548.31359838985,15387.961718362234,14839.54023268699
Jujuy,2022-03-01,102354.6363833843,676.0566,692.6827,NOA,15139.950764978008,14776.5544575293,15948.524118067086,15586.211348076935
La Pampa,2022-03-01,108485.54167308482,676.0566,683.9059,Pampeana,16046.813487670239,15862.641581697839,17489.923088837077,17223.442252272755
La Rioja,2022-03-01,82800.89830717487,676.0566,692.6827,NOA,12247.62812864705,11953.654726352323,14471.296740341753,14143.769290717577
Mendoza,2022-03-01,100520.19916704104,676.0566,706.0617,Cuyo,14868.607031872929,14236.744347843969,15770.234859773713,15144.265798395685
Misiones,2022-03-01,88187.56291455994,676.0566,705.7838,NEA,13044.405293071606,12494.982587381566,13716.580552584179,13227.40513529933
Neuquén,2022-03-01,205303.36003912927,676.0566,670.3019,Patagonia,30367.776904940984,30628.491436340737,29850.972690333903,30130.52792379756
Río Negro,2022-03-01,122426.70793388998,676.0566,670.3019,Patagonia,18108.94353133894,18264.413085191907,19042.561315559717,19220.275115357566
Salta,2022-03-01,100890.76365969126,676.0566,692.6827,NOA,14923.419675170877,14565.22065004529,15695.425961427902,15338.367761711515
San Juan,2022-03-01,104422.81658903054,676.0566,706.0617,Cuyo,15445.868968519875,14789.474714324619,17003.656070713572,16329.619112785493
San Luis,2022-03-01,117842.09901976028,676.0566,706.0617,Cuyo,17430.803725569767,16690.056834942367,19022.006131816306,18266.388915914908
Santa Cruz,2022-03-01,244555.91226830575,676.0566,670.3019,Patagonia,36173.88133897454,36484.4426471573,37281.49843977672,37631.330304286734
Santa Fe,2022-03-01,122612.85500161148,676.0566,683.9059,Pampeana,18136.47777443656,17928.322449274303,19108.629042475754,18817.326825466393
Santiago del Estero,2022-03-01,84467.89890764904,676.0566,692.6827,NOA,12494.205205251903,12194.313342551943,13132.32983411138,12833.638085228513
Tierra del Fuego,2022-03-01,167731.18978374652,676.0566,670.3019,Patagonia,24810.228874882152,25023.2305448853,27476.6341030582,27738.31385484848
Tucumán,2022-03-01,97789.14972046764,676.0566,692.6827,NOA,14464.63945777138,14117.452293881115,14324.84767071178,13999.801907896348
Buenos Aires,2022-04-01,135107.7466687056,716.9399,702.829,GBA,18845.058932932257,19223.4166018627,20198.24106047972,20654.75979593275
C.A.B.A.,2022-04-01,168637.32120032876,716.9399,702.829,GBA,23521.82117361982,23994.075543315485,24858.187705768207,25418.79014858494
Catamarca,2022-04-01,98565.08284272006,716.9399,736.7727,NOA,13748.02585861382,13377.949921694988,15015.790198858003,14673.624548673155
Chaco,2022-04-01,93626.69972872418,716.9399,748.3056,NEA,13059.211759413054,12511.826682671383,14552.485890038697,14030.43371251288
Chubut,2022-04-01,216965.4150013304,716.9399,709.7623,Patagonia,30262.706121019408,30568.743225912454,31349.458027554218,31630.380445012965
Corrientes,2022-04-01,96477.5302600216,716.9399,748.3056,NEA,13456.850464037725,12892.798110828195,14726.149565228496,14197.28420413749
Córdoba,2022-04-01,116304.93654474606,716.9399,723.9509,Pampeana,16222.410908466116,16065.307266659389,17430.23646178896,17177.317523111822
Entre Ríos,2022-04-01,107223.72343610284,716.9399,723.9509,Pampeana,14955.747815974932,14810.91099356363,16129.027701276134,15894.95456579074
Formosa,2022-04-01,98453.33237239778,716.9399,748.3056,NEA,13732.43871242175,13156.834904402396,15350.875959578283,14800.202250994882
Jujuy,2022-04-01,108055.552016431,716.9399,736.7727,NOA,15071.772685050868,14666.063497796673,15987.599727656028,15623.216482490696
La Pampa,2022-04-01,113655.45029227456,716.9399,723.9509,Pampeana,15852.856047246718,15699.331307174913,17483.51173920037,17229.652794815163
La Rioja,2022-04-01,90833.41806834342,716.9399,736.7727,NOA,12669.600069454,12328.553713831066,14467.684822803758,14139.367812337547
Mendoza,2022-04-01,105648.5858203916,716.9399,747.3483,Cuyo,14736.044934922942,14136.458973733075,15791.288419055565,15164.439965799096
Misiones,2022-04-01,89338.4216487874,716.9399,748.3056,NEA,12461.075419123332,11938.761603386021,13735.028366516724,13241.793298149028
Neuquén,2022-04-01,216759.3702418251,716.9399,709.7623,Patagonia,30233.966646552257,30539.7131182968,30164.00452920264,30433.664391299022
Río Negro,2022-04-01,131167.23007659966,716.9399,709.7623,Patagonia,18295.428958075798,18480.444801956888,19102.954879643028,19272.61207620443
Salta,2022-04-01,104984.09395731312,716.9399,736.7727,NOA,14643.360476563394,14249.18349408347,15718.250375117384,15359.575438300586
San Juan,2022-04-01,109464.09190263224,716.9399,747.3483,Cuyo,15268.238230656747,14646.9981804511,16991.11465544749,16317.563761506362
San Luis,2022-04-01,123928.7364354265,716.9399,747.3483,Cuyo,17285.79151968338,16582.460471968225,18985.074188569815,18230.931818135112
Santa Cruz,2022-04-01,250811.6463016974,716.9399,709.7623,Patagonia,34983.636187872566,35337.41455437932,37458.834906568685,37794.252984883904
Santa Fe,2022-04-01,126629.3429326814,716.9399,723.9509,Pampeana,17662.476719831244,17491.426964547096,19100.049876477027,18822.837846677503
Santiago del Estero,2022-04-01,85326.89178720838,716.9399,736.7727,NOA,11901.540392326942,11581.169034521554,13109.06322953034,12810.148117791168
Tierra del Fuego,2022-04-01,171938.44211818895,716.9399,709.7623,Patagonia,23982.26714933692,24224.792175942417,27334.78798370136,27582.363583186798
Tucumán,2022-04-01,90611.11461664263,716.9399,736.7727,NOA,12638.592804870064,12298.38111762863,14325.322664390105,13999.382911183027
Buenos Aires,2022-05-01,141003.62315043432,753.147,736.3637,GBA,18721.925885708144,19148.638526102564,20237.999876876893,20690.33794648075
C.A.B.A.,2022-05-01,172997.43681796384,753.147,736.3637,GBA,22969.94302811587,23493.477043743987,24936.129823417745,25492.365236985745
Catamarca,2022-05-01,105237.54648498572,753.147,777.6674,NOA,13973.041980514523,13532.46214062538,15072.621462926783,14721.817023254
Chaco,2022-05-01,104361.61363288145,753.147,787.698,NEA,13856.738941120582,13248.937236463906,14593.870908539351,14062.408402799058
Chubut,2022-05-01,226177.26736536305,753.147,744.3162,Patagonia,30030.959077758132,30387.25576110839,31516.100033945084,31793.653753681057
Corrientes,2022-05-01,104201.99084526618,753.147,787.698,NEA,13835.54483324851,13228.672771197362,14766.41308040093,14228.190981734244
Córdoba,2022-05-01,123159.7685829419,753.147,762.1563,Pampeana,16352.686604732131,16159.38470664638,17454.034781830294,17209.461057241748
