jurisdiccion,fecha,salario_promedio,ipc_nacional,ipc_regional,ipc_region,salario_real_nac,salario_real_reg,salario_real_nac_ma12,salario_real_reg_ma12
Córdoba,2023-11-01,439053.195638647,2816.0628,2851.9487,Pampeana,15591.02998834568,15394.848990048347,17272.490588851786,17104.178029312363
Entre Ríos,2023-11-01,408740.0765494061,2816.0628,2851.9487,Pampeana,14514.59379916549,14331.957533086275,16166.827167078662,16009.394690527404
Formosa,2023-11-01,401602.3968788021,2816.0628,2957.0559,NEA,14261.13071337763,13581.156747114659,15110.500354145905,14440.629894911548
Jujuy,2023-11-01,430463.59771979303,2816.0628,2895.7169,NOA,15286.008455485902,14865.527694361042,17043.651254015847,16547.16350522594
La Pampa,2023-11-01,440153.10559749434,2816.0628,2851.9487,Pampeana,15630.088419814158,15433.41595160861,17513.957566809622,17343.5472654882
La Rioja,2023-11-01,390404.7489919269,2816.0628,2895.7169,NOA,13863.49583510449,13482.144922106403,14238.315501811652,13824.502176403612
Mendoza,2023-11-01,406305.14178478817,2816.0628,2860.4043,Cuyo,14428.127873596717,14204.46549408376,15924.473092384213,15530.318133617093
Misiones,2023-11-01,356161.2107187364,2816.0628,2957.0559,NEA,12647.488213641273,12044.453089937746,13676.04680246069,13070.017729251802
Neuquén,2023-11-01,870212.4853417891,2816.0628,2762.3076,Patagonia,30901.74286389455,31503.098544919078,34834.34651644431,35672.056583659076
Río Negro,2023-11-01,510334.1410038597,2816.0628,2762.3076,Patagonia,18122.2571103123,18474.920787382973,19907.585253028818,20384.64697218824
Salta,2023-11-01,433113.4379913504,2816.0628,2895.7169,NOA,15380.10579846978,14957.036649243937,16606.370594299726,16123.459461938433
San Juan,2023-11-01,438342.9024310257,2816.0628,2860.4043,Cuyo,15565.807070461131,15324.508581917098,16918.64287340637,16496.80049783371
San Luis,2023-11-01,459021.60669462546,2816.0628,2860.4043,Cuyo,16300.119681088981,16047.438003593597,18170.036626322817,17718.833944825557
Santa Cruz,2023-11-01,890707.3930802672,2816.0628,2762.3076,Patagonia,31629.528754836974,32245.047332175,37406.563487153304,38304.700118672175
Santa Fe,2023-11-01,480669.5126672627,2816.0628,2851.9487,Pampeana,17068.849198507312,16854.072889433904,18913.845473748297,18729.702382216943
Santiago del Estero,2023-11-01,338965.5625928067,2816.0628,2895.7169,NOA,12036.86091776102,11705.756270331769,13150.569992440423,12768.393009842277
Tierra del Fuego,2023-11-01,704363.5210823435,2816.0628,2762.3076,Patagonia,25012.3513254869,25499.09796730616,27244.97086652543,27894.37357713241
Tucumán,2023-11-01,384005.84808987234,2816.0628,2895.7169,NOA,13636.267205755223,13261.166797412838,14394.586632853388,13977.099559817629
Buenos Aires,2023-12-01,816768.5709215484,3533.1922,3456.6426,GBA,23117.01500194494,23628.956343983853,19688.658651013186,20038.70091781504
C.A.B.A.,2023-12-01,996492.589974982,3533.1922,3456.6426,GBA,28203.747024432523,28828.33735761348,24260.766942463346,24691.859237972516
Catamarca,2023-12-01,647074.3318106811,3533.1922,3626.27,NOA,18314.15601479821,17844.074815462754,15403.937233585773,14949.559327161813
Chaco,2023-12-01,594292.0510369127,3533.1922,3795.525,NEA,16820.25820833955,15657.703507075112,14039.873287752745,13383.739329210941
Chubut,2023-12-01,1273870.334461562,3533.1922,3433.7881,Patagonia,36054.37412834666,37098.105572139466,31716.437273323507,32518.029622331258
Corrientes,2023-12-01,602551.7858002977,3533.1922,3795.525,NEA,17054.03362433263,15875.321221709717,14074.517448176504,13416.706556381874
Córdoba,2023-12-01,723300.4975199783,3533.1922,3584.8439,Pampeana,20471.586502426286,20176.624636848996,16978.324579385597,16805.135126168105
Entre Ríos,2023-12-01,661523.1773819844,3533.1922,3584.8439,Pampeana,18723.10194112804,18453.332860099836,15818.478696527232,15657.367117878259
Formosa,2023-12-01,617324.8714769837,3533.1922,3795.525,NEA,17472.15652397805,16264.54499646251,14812.957896462693,14121.380283598084
Jujuy,2023-12-01,693743.7055318705,3533.1922,3626.27,NOA,19635.04010712665,19131.054927842397,16845.023972666706,16347.512355184026
La Pampa,2023-12-01,710154.9954197999,3533.1922,3584.8439,Pampeana,20099.529128921997,19809.927997696075,17170.972785090227,16996.30780327601
La Rioja,2023-12-01,634743.3839443132,3533.1922,3626.27,NOA,17965.152983874275,17504.029869378537,13955.535390743667,13543.041726129371
Mendoza,2023-12-01,642206.3409442052,3533.1922,3599.7071,Cuyo,18176.37718503412,17840.516550477263,15664.961446209962,15299.0264096451
Misiones,2023-12-01,550497.1158672284,3533.1922,3795.525,NEA,15580.729400094011,14503.846394562766,13377.86112852694,12753.953503607745
Neuquén,2023-12-01,1382092.5177276777,3533.1922,3433.7881,Patagonia,39117.38845477123,40249.790536803295,34297.89291889133,35166.34469354763
Río Negro,2023-12-01,801631.7975445507,3533.1922,3433.7881,Patagonia,22688.598643021764,23345.406711163996,19613.09185222435,20108.263332803133
Salta,2023-12-01,677118.3499021281,3533.1922,3626.27,NOA,19164.49237893506,18672.585050261787,16381.718288223237,15898.495288165024
San Juan,2023-12-01,694304.920847812,3533.1922,3599.7071,Cuyo,19650.924193928993,19287.817079556607,16646.277140114187,16254.684271139795
San Luis,2023-12-01,743610.4018505311,3533.1922,3599.7071,Cuyo,21046.418076280454,20657.52521505239,17831.41164475197,17414.092992704253
Santa Cruz,2023-12-01,1417625.4200454054,3533.1922,3433.7881,Patagonia,40123.07680418307,41284.592373227846,36784.55991823568,37713.02594247853
Santa Fe,2023-12-01,773059.9489423089,3533.1922,3584.8439,Pampeana,21879.929117422733,21564.675352874052,18575.183515543435,18386.066997507558
Santiago del Estero,2023-12-01,523300.6346930701,3533.1922,3626.27,NOA,14810.986922621138,14430.823813259081,12878.303628822901,12498.088525050116
Tierra del Fuego,2023-12-01,1238242.1742067651,3533.1922,3433.7881,Patagonia,35045.98969189294,36060.529600145244,26514.28518513342,27187.038820906077
Tucumán,2023-12-01,606209.3853829269,3533.1922,3626.27,NOA,17157.55472863681,16717.160757001737,14144.038419580946,13727.375782744337
Buenos Aires,2024-01-01,727150.5720633948,4261.5324,4132.479,GBA,17063.12433676193,17595.98952743365,19489.409025319965,19853.63967331015
C.A.B.A.,2024-01-01,934550.3063683308,4261.5324,4132.479,GBA,21929.9120280848,22614.762382781155,24030.549071131016,24480.35863928394
Catamarca,2024-01-01,664589.882051737,4261.5324,4413.6008,NOA,15595.091616615118,15057.770563475904,15483.549674328158,15015.054281248018
Chaco,2024-01-01,517684.620681212,4261.5324,4535.8005,NEA,12147.851338199658,11413.30225350987,13949.778506292594,13278.246305998544
Chubut,2024-01-01,1132455.91931264,4261.5324,4264.4518,Patagonia,26573.913161205583,26555.72093258599,31262.59264209548,32014.38889125504
Corrientes,2024-01-01,516518.2248303284,4261.5324,4535.8005,NEA,12120.480999518586,11387.586928268303,13963.405094794754,13291.112539060594
Córdoba,2024-01-01,636132.2731417135,4261.5324,4344.9628,Pampeana,14927.312840369663,14640.683992546803,16799.090934679538,16616.647186926344
Entre Ríos,2024-01-01,590138.3219925616,4261.5324,4344.9628,Pampeana,13848.030863089567,13582.125996396599,15673.187709688784,15503.27521596565
Formosa,2024-01-01,538728.4907595826,4261.5324,4535.8005,NEA,12641.661266252078,11877.25277510734,14717.566937741338,14010.03304341609
Jujuy,2024-01-01,644671.4616010134,4261.5324,4413.6008,NOA,15127.69119392389,14606.474187720227,16825.087334674463,16316.323148383603
La Pampa,2024-01-01,607158.3001695698,4261.5324,4344.9628,Pampeana,14247.417200666356,13973.843462355298,16965.893212645162,16782.745088539028
La Rioja,2024-01-01,487540.8676648729,4261.5324,4413.6008,NOA,11440.505947223888,11046.329057781411,13807.173627437214,13389.51963637961
Mendoza,2024-01-01,558602.5119290617,4261.5324,4402.1802,Cuyo,13108.019827071166,12689.224124197865,15499.758970524292,15142.488624575848
Misiones,2024-01-01,482938.8690845852,4261.5324,4535.8005,NEA,11332.516657261252,10647.26874748096,13221.929394285178,12586.644371071305
Neuquén,2024-01-01,1190052.228280213,4261.5324,4264.4518,Patagonia,27925.45301967464,27906.335540718574,33937.32905673913,34755.55755865507
Río Negro,2024-01-01,656748.395173035,4261.5324,4264.4518,Patagonia,15411.085345098749,15400.535074004942,19445.942025323217,19913.973003354702
Salta,2024-01-01,596765.6799274434,4261.5324,4413.6008,NOA,14003.546703703189,13521.061531605745,16295.017261327703,15803.092961840297
San Juan,2024-01-01,702917.7326608603,4261.5324,4402.1802,Cuyo,16494.48289213665,15967.491123168023,16564.051233169652,16179.008510168878
San Luis,2024-01-01,676482.7582169501,4261.5324,4402.1802,Cuyo,15874.166725024785,15366.99379586847,17670.423905159903,17262.24470258196
Santa Cruz,2024-01-01,1317569.6534258462,4261.5324,4264.4518,Patagonia,30917.74342548343,30896.57745518067,36539.27358590086,37414.919627202675
Santa Fe,2024-01-01,695627.087260433,4261.5324,4344.9628,Pampeana,16323.402522070066,16009.96646646625,18391.625910171602,18192.26169828726
Santiago del Estero,2024-01-01,444446.3380698006,4261.5324,4413.6008,NOA,10429.261034594048,10069.92608098586,12730.965099361145,12346.349650130638
Tierra del Fuego,2024-01-01,978618.7451185632,4261.5324,4264.4518,Patagonia,22964.010437150806,22948.289510941668,26406.325319045063,27041.19016966013
Tucumán,2024-01-01,546615.1405592082,4261.5324,4413.6008,NOA,12826.727319008725,12384.788868064557,13987.244902730268,13564.556800551458
Buenos Aires,2024-02-01,803750.2358818168,4825.7881,4751.2725,GBA,16655.315551087228,16916.52574929804,19333.40972985924,19691.575288294243
C.A.B.A.,2024-02-01,1093743.3278489227,4825.7881,4751.2725,GBA,22664.553544092058,23020.00838404707,23926.89610434188,24370.410584488825
Catamarca,2024-02-01,633749.9209362231,4825.7881,4929.6047,NOA,13132.568355751533,12855.998797149456,15396.189503066567,14941.471065107788
Chaco,2024-02-01,598548.6023067168,4825.7881,5030.0152,NEA,12403.126492576765,11899.53863969868,13895.53844435451,13238.217903561103
Chubut,2024-02-01,1316163.350493912,4825.7881,4746.7686,Patagonia,27273.54212867142,27727.565032218165,30914.153286386823,31634.407464631604
Corrientes,2024-02-01,578841.0784407582,4825.7881,5030.0152,NEA,11994.747105467772,11507.740144418614,13869.26797839812,13212.871722875556
Córdoba,2024-02-01,694372.5128393719,4825.7881,4861.5493,Pampeana,14388.789943747674,14282.947060505425,16665.126754441066,16484.13077922831
Entre Ríos,2024-02-01,665725.2545740344,4825.7881,4861.5493,Pampeana,13795.161345232595,13693.685150411502,15591.19891986213,15422.316687008028
Formosa,2024-02-01,599819.8630003972,4825.7881,5030.0152,NEA,12429.469561674232,11924.812135764465,14600.293749304428,13910.25087115964
Jujuy,2024-02-01,668042.4081548284,4825.7881,4929.6047,NOA,13843.177410852923,13551.642551680226,16749.331216446622,16254.580564765642
La Pampa,2024-02-01,725113.0878832168,4825.7881,4861.5493,Pampeana,15025.796260785193,14915.267605806584,16809.005481608034,16627.50011605308
La Rioja,2024-02-01,493330.05777552247,4825.7881,4929.6047,NOA,10222.787398715715,10007.497310596173,13686.120159670418,13280.84365561204
Mendoza,2024-02-01,625465.3591533161,4825.7881,4998.0445,Cuyo,12960.895633882394,12514.201487267994,15363.686585559506,15012.358855274622
Misiones,2024-02-01,543487.4776988715,4825.7881,5030.0152,NEA,11262.149651760954,10804.88738282285,13075.325580942992,12457.972339088155
Neuquén,2024-02-01,1446741.749378556,4825.7881,4746.7686,Patagonia,29979.38822424789,30478.455372325414,33700.22617529168,34487.64501891286
Río Negro,2024-02-01,827531.427567917,4825.7881,4746.7686,Patagonia,17148.10949879704,17433.574233383042,19313.53428596604,19764.02731738523
Salta,2024-02-01,689212.8522407816,4825.7881,4929.6047,NOA,14281.871436517937,13981.097759030894,16217.605365888274,15740.115480050994
San Juan,2024-02-01,729231.8641256018,4825.7881,4998.0445,Cuyo,15111.145558289263,14590.343565880652,16460.247072258102,16080.186209296266
San Luis,2024-02-01,745420.0418604845,4825.7881,4998.0445,Cuyo,15446.597041019777,14914.23379404654,17543.692063852624,17141.33733853562
Santa Cruz,2024-02-01,1660175.0369720785,4825.7881,4746.7686,Patagonia,34402.15364972363,34974.84661401186,36329.642617190504,37171.58666334401
Santa Fe,2024-02-01,767243.2652270753,4825.7881,4861.5493,Pampeana,15898.817961507166,15781.867422944273,18219.833661633704,18022.252247145643
Santiago del Estero,2024-02-01,515700.3869707837,4825.7881,4929.6047,NOA,10686.345448337936,10461.292909972755,12597.502569953976,12226.041501593643
Tierra del Fuego,2024-02-01,1120561.15066629,4825.7881,4746.7686,Patagonia,23220.272574054587,23606.820662509013,26364.49380838425,26979.248770479502
Tucumán,2024-02-01,598517.7245627501,4825.7881,4929.6047,NOA,12402.486643844766,12141.292476509325,13874.926986519115,13466.178984867698
Buenos Aires,2024-03-01,915713.08584183,5357.0929,5296.8225,GBA,17093.470338022886,17287.970020551566,19165.061580446192,19512.866503650224
C.A.B.A.,2024-03-01,1179142.9462419553,5357.0929,5296.8225,GBA,22010.873588583003,22261.32641299487,23672.208338490607,24101.74930740043
Catamarca,2024-03-01,730594.8802634398,5357.0929,5361.7677,NOA,13637.898276198268,13626.007711289689,15288.07644193796,14867.37216939129
Chaco,2024-03-01,647511.9787761032,5357.0929,5550.383,NEA,12087.002985819105,11666.077436027446,13806.744093017176,13156.987319623651
Chubut,2024-03-01,1382762.570196096,5357.0929,5243.3122,Patagonia,25811.808680713682,26371.928991680026,30582.175099927452,31266.426656166124
Corrientes,2024-03-01,635425.4487737145,5357.0929,5550.383,NEA,11861.385655151034,11448.317148090762,13748.85200506309,13101.173031112181
Córdoba,2024-03-01,765537.4792897776,5357.0929,5409.8995,Pampeana,14290.166207305789,14150.678386720077,16522.319742612694,16341.768354873444
Entre Ríos,2024-03-01,730526.2813005517,5357.0929,5409.8995,Pampeana,13636.617750283029,13503.509285164202,15475.042347371666,15306.402304704552
Formosa,2024-03-01,658511.5720158647,5357.0929,5550.383,NEA,12292.33064104348,11864.254629200626,14473.398251321607,13792.471247018704
Jujuy,2024-03-01,748725.8911377178,5357.0929,5361.7677,NOA,13976.346968664999,13964.161318248043,16615.804284916885,16156.551235761852
La Pampa,2024-03-01,769547.2832371308,5357.0929,5409.8995,Pampeana,14365.016578994382,14224.798136030637,16653.692130581236,16472.740085300982
La Rioja,2024-03-01,594377.9503128517,5357.0929,5361.7677,NOA,11095.158538558324,11085.484929025397,13626.161106171963,13247.769522858809
Mendoza,2024-03-01,711749.4317048657,5357.0929,5463.2378,Cuyo,13286.113289259287,13027.978238561494,15217.696686663072,14891.389422369759
Misiones,2024-03-01,578207.8449804028,5357.0929,5550.383,NEA,10793.313757549415,10417.440471772901,12887.277649767406,12280.909748493492
Neuquén,2024-03-01,1627214.3673408618,5357.0929,5243.3122,Patagonia,30374.951446909985,31034.092674108968,33418.33849682399,34167.012196753305
Río Negro,2024-03-01,891922.679234786,5357.0929,5243.3122,Patagonia,16649.378606721304,17010.672742980783,19172.88770159017,19602.605069031073
Salta,2024-03-01,778025.3360895037,5357.0929,5361.7677,NOA,14523.275041384923,14510.61253715829,16139.176797454737,15696.8769933889
San Juan,2024-03-01,763642.8368234377,5357.0929,5463.2378,Cuyo,14254.799218125147,13977.843630080275,16316.660324651592,15962.959700420384
San Luis,2024-03-01,784763.4860686432,5357.0929,5463.2378,Cuyo,14649.055013935696,14364.439455090956,17362.993608197852,16988.95873461083
Santa Cruz,2024-03-01,1649110.435331961,5357.0929,5243.3122,Patagonia,30783.68186095785,31451.692602472933,35877.2494575365,36674.37570096518
Santa Fe,2024-03-01,843708.5595138905,5357.0929,5409.8995,Pampeana,15749.373312415222,15595.642017266502,18031.418304491017,17834.607637026977
Santiago del Estero,2024-03-01,541516.3637209537,5357.0929,5361.7677,NOA,10108.39972032133,10099.586442750096,12402.949818413728,12059.918119704771
Tierra del Fuego,2024-03-01,1170744.7116833238,5357.0929,5243.3122,Patagonia,21854.105081569967,22328.342601520537,26049.014967425548,26632.14199977209
Tucumán,2024-03-01,640407.9091919725,5357.0929,5361.7677,NOA,11954.392450277883,11943.96969477011,13722.397981563374,13345.089902670947
Buenos Aires,2024-04-01,1017386.9586415456,5830.2271,5785.5699,GBA,17450.21147875261,17584.90479289768,19070.845967816276,19406.701993850937
C.A.B.A.,2024-04-01,1282816.6429039584,5830.2271,5785.5699,GBA,22002.858909286027,22172.69283884995,23548.331726977154,23962.73037012094
Catamarca,2024-04-01,798330.5870336153,5830.2271,5849.8004,NOA,13692.958667658337,13647.14233726018,15240.830833097296,14842.1151581539
Chaco,2024-04-01,738012.3898879653,5830.2271,5899.3335,NEA,12658.381521501371,12510.097791351605,13753.360051407992,13133.73698774971
Chubut,2024-04-01,1716310.401350864,5830.2271,5686.5426,Patagonia,29438.139748464753,30181.966830792124,30530.26683881767,31186.06541887694
Corrientes,2024-04-01,716179.2945519525,5830.2271,5899.3335,NEA,12283.900477083518,12140.003519922251,13666.375576293469,13049.114810890229
Córdoba,2024-04-01,882734.4190683984,5830.2271,5884.0007,Pampeana,15140.65239531404,15002.282699735208,16428.660209085356,16250.544193303049
Entre Ríos,2024-04-01,816797.6325208112,5830.2271,5884.0007,Pampeana,14009.705256949788,13881.671232989678,15405.587052144761,15239.023150733925
Formosa,2024-04-01,732594.1212154658,5830.2271,5899.3335,NEA,12565.447428548123,12418.2523536848,14360.434527499054,13711.719334164136
Jujuy,2024-04-01,855734.2028282733,5830.2271,5849.8004,NOA,14677.544942087647,14628.434208255607,16509.685556013494,16075.20694497514
La Pampa,2024-04-01,863243.5468348344,5830.2271,5884.0007,Pampeana,14806.345139365743,14671.030661754245,16530.561828176254,16352.316365058254
La Rioja,2024-04-01,682984.0205210554,5830.2271,5849.8004,NOA,11714.535451304382,11675.33888029847,13549.517924925593,13190.724588822006
Mendoza,2024-04-01,802578.5047263772,5830.2271,5908.4647,Cuyo,13765.818911691744,13583.537271981624,15126.150882332462,14817.551146966845
Misiones,2024-04-01,633097.0269673425,5830.2271,5899.3335,NEA,10858.87421036039,10731.670399161914,12748.438542971617,12171.487908581863
Neuquén,2024-04-01,1881752.66219627,5830.2271,5686.5426,Patagonia,32275.803839549746,33091.331491938,33400.967319029995,34119.87284121917
Río Negro,2024-04-01,1061839.2188211377,5830.2271,5686.5426,Patagonia,18212.656224337086,18672.843826425178,19133.867343066246,19545.732231055994
Salta,2024-04-01,870210.7545476328,5830.2271,5849.8004,NOA,14925.846620067901,14875.905074430108,16094.959647204661,15676.470102628973
San Juan,2024-04-01,871368.0178051051,5830.2271,5908.4647,Cuyo,14945.695988499403,14747.790873746018,16261.906263927383,15926.245378776992
San Luis,2024-04-01,930820.6844904572,5830.2271,5908.4647,Cuyo,15965.427564398946,15754.019559268198,17292.51465163145,16938.06876166222
Santa Cruz,2024-04-01,1925699.7231450728,5830.2271,5686.5426,Patagonia,33029.58341271256,33864.1571619471,35880.82055471789,36648.254108463974
Santa Fe,2024-04-01,972472.5549214752,5830.2271,5884.0007,Pampeana,16679.840051538908,16527.403793841753,17966.417162915644,17771.89603184338
Santiago del Estero,2024-04-01,595490.327632107,5830.2271,5849.8004,NOA,10213.844459542699,10179.669166696815,12249.066627977982,11925.013171727864
Tierra del Fuego,2024-04-01,1460825.5694667336,5830.2271,5686.5426,Patagonia,25056.066331734037,25689.169539796178,26138.248225820844,26701.974237510676
Tucumán,2024-04-01,655603.4699575298,5830.2271,5849.8004,NOA,11244.904507365241,11207.279310889477,13603.974801698952,13246.453338989453
Buenos Aires,2024-05-01,1065949.45980417,6073.7165,6034.3831,GBA,17550.201096876517,17664.597062194644,19002.45970602448,19327.52586510494
C.A.B.A.,2024-05-01,1268861.1060794056,6073.7165,6034.3831,GBA,20891.0163337292,21027.188447472046,23435.8096851995,23836.951434443043
Catamarca,2024-05-01,854948.9057576654,6073.7165,6093.7424,NOA,14076.206977353411,14029.948259015106,15216.694199314796,14842.124576975177
Chaco,2024-05-01,766620.0055783038,6073.7165,6119.4234,NEA,12621.926057600873,12527.650980618597,13710.979290733414,13120.68867250133
Chubut,2024-05-01,1709678.6761546456,6073.7165,5943.593,Patagonia,28148.806026008053,28765.069818115837,30424.433849506328,31031.174027811565
Corrientes,2024-05-01,741329.3179061908,6073.7165,6119.4234,NEA,12205.530467320803,12114.365512054464,13589.01605904309,13001.356402428364
Córdoba,2024-05-01,900858.158588395,6073.7165,6120.295,Pampeana,14832.074539343334,14719.195048415068,16338.792410456424,16163.789771768932
Entre Ríos,2024-05-01,845493.3136608369,6073.7165,6120.295,Pampeana,13920.526479311915,13814.584324135305,15318.77722362538,15155.158635374655
Formosa,2024-05-01,764657.8769247284,6073.7165,6119.4234,NEA,12589.620818237538,12495.587033979842,14232.64849081712,13616.097012416085
Jujuy,2024-05-01,875848.3940481205,6073.7165,6093.7424,NOA,14420.304175345038,14372.914648445272,16398.336643747512,15990.620402444569
La Pampa,2024-05-01,923699.1419708524,6073.7165,6120.295,Pampeana,15208.137257819859,15092.395741885846,16443.37248257602,16268.272526952413
La Rioja,2024-05-01,746191.8381076272,6073.7165,6093.7424,NOA,12285.588866514056,12245.214666567252,13518.335699016454,13180.853432734493
Mendoza,2024-05-01,854203.9822576743,6073.7165,6160.5766,Cuyo,14063.94227089253,13865.649885072029,15054.177076864893,14758.64201482859
Misiones,2024-05-01,685369.3432926738,6073.7165,6119.4234,NEA,11284.183963684736,11199.900684967703,12640.969679830414,12092.607476084298
Neuquén,2024-05-01,1947589.5675547891,6073.7165,5943.593,Patagonia,32065.86226990985,32767.882450140667,33366.080764937025,34032.610254679035
Río Negro,2024-05-01,1101121.6585162098,6073.7165,5943.593,Patagonia,18129.28967817661,18526.195493470193,19077.972242829284,19458.743415016004
Salta,2024-05-01,923027.7935271286,6073.7165,6093.7424,NOA,15197.083919328941,15147.141656777756,16068.45096173438,15676.040727324043
San Juan,2024-05-01,907565.4416676122,6073.7165,6160.5766,Cuyo,14942.505822713525,14731.826265541638,16210.130758668609,15887.763304858558
San Luis,2024-05-01,963759.0517552752,6073.7165,6160.5766,Cuyo,15867.6989904826,15643.974814878125,17217.078718769983,16877.235881970195
Santa Cruz,2024-05-01,1989745.640639802,6073.7165,5943.593,Patagonia,32759.936039816836,33477.1516259576,35770.42824675174,36481.29036483351
Santa Fe,2024-05-01,993648.3890437088,6073.7165,6120.295,Pampeana,16359.808513349424,16235.302204284415,17890.939798793745,17699.629434430433
Santiago del Estero,2024-05-01,673593.534197817,6073.7165,6093.7424,NOA,11090.302522315898,11053.856398619952,12168.986625817246,11865.385506243816
Tierra del Fuego,2024-05-01,1418420.8725029088,6073.7165,5943.593,Patagonia,23353.42574028453,23864.703934184407,25986.97722919095,26507.402774565628
Tucumán,2024-05-01,689945.7124104954,6073.7165,6093.7424,NOA,11359.53106159129,11322.20017062906,13482.272965327682,13146.628388814846
Buenos Aires,2024-06-01,1602935.3628685195,6351.7145,6297.096,GBA,25236.2627896534,25455.152071185188,18892.6255437067,19203.82575876651
C.A.B.A.,2024-06-01,1913242.5966337444,6351.7145,6297.096,GBA,30121.67182000615,30382.935191614426,23303.41887307899,23687.991635897164
Catamarca,2024-06-01,1299869.7619501173,6351.7145,6383.7684,NOA,20464.864438571938,20362.10715210341,15226.239803224556,14893.18421692853
Chaco,2024-06-01,1165079.968248734,6351.7145,6387.565,NEA,18342.76348927103,18239.813892284998,13681.287850712753,13144.679323600694
Chubut,2024-06-01,2700141.858381659,6351.7145,6238.0032,Patagonia,42510.44121050559,43285.35545447715,30331.789868513828,30883.56155260902
Corrientes,2024-06-01,1133265.5092106902,6351.7145,6387.565,NEA,17841.883623873367,17741.745237984902,13499.879113723095,12966.84325272079
Córdoba,2024-06-01,1356905.201969937,6351.7145,6410.2558,Pampeana,21362.8178969621,21167.723165898264,16244.527094246698,16069.839129001964
Entre Ríos,2024-06-01,1289507.371729594,6351.7145,6410.2558,Pampeana,20301.721239668346,20116.316914055038,15237.640868314214,15074.246645123078
Formosa,2024-06-01,1181417.3267449068,6351.7145,6387.565,NEA,18599.97527824821,18495.58206836106,14127.473317222817,13568.356060625143
Jujuy,2024-06-01,1330236.1985782587,6351.7145,6383.7684,NOA,20942.946956735206,20837.789143137754,16194.754267318884,15835.821930769727
La Pampa,2024-06-01,1390232.7525521435,6351.7145,6410.2558,Pampeana,21887.519543772687,21687.6330044761,16350.204388034437,16175.396664448275
La Rioja,2024-06-01,1153275.1745416736,6351.7145,6383.7684,NOA,18156.911406230138,18065.742713060732,13488.0670119096,13188.560869541428
Mendoza,2024-06-01,1263442.434088543,6351.7145,6472.5963,Cuyo,19891.36057813277,19519.870783360042,14982.616973410932,14686.909010428177
Misiones,2024-06-01,1033865.3813605182,6351.7145,6387.565,NEA,16276.949811905402,16185.5946884379,12546.12634139289,12048.13720171145
Neuquén,2024-06-01,2952613.2400284,6351.7145,6238.0032,Patagonia,46485.29526993696,47332.66632547415,33360.04305771403,33969.59729328288
Río Negro,2024-06-01,1624986.6885086717,6351.7145,6238.0032,Patagonia,25583.434024131147,26049.78927405282,19023.061045766775,19370.779071575766
Salta,2024-06-01,1369916.258674699,6351.7145,6383.7684,NOA,21567.661120075518,21459.366518915365,16024.99516206856,15677.916314754242
San Juan,2024-06-01,1355000.2683335578,6351.7145,6472.5963,Cuyo,21332.82703958998,20934.416508156977,16161.076640710138,15838.030758796407
San Luis,2024-06-01,1444999.5106771232,6351.7145,6472.5963,Cuyo,22749.75537198851,22324.882376444875,17094.93082965551,16755.60779083888
Santa Cruz,2024-06-01,3215022.8550724443,6351.7145,6238.0032,Patagonia,50616.614696275225,51539.29473893897,35701.63897696162,36348.416270728776
Santa Fe,2024-06-01,1500177.6545682957,6351.7145,6410.2558,Pampeana,23618.46796748021,23402.773639209463,17803.485644962464,17612.37496446371
Santiago del Estero,2024-06-01,1009013.0287590264,6351.7145,6383.7684,NOA,15885.679823282775,15805.915339269302,12068.396584948023,11800.20951915944
Tierra del Fuego,2024-06-01,2155409.9349311367,6351.7145,6238.0032,Patagonia,33934.30128087679,34552.88280280357,25790.845812422194,26263.374445521105
Tucumán,2024-06-01,1033708.5015403224,6351.7145,6383.7684,NOA,16274.479930423862,16192.763220237162,13325.217120412262,13027.448036012855
Buenos Aires,2024-07-01,1203432.94536429,6607.7479,6551.322,GBA,18212.45246605564,18369.314550014333,18841.52622442993,19140.67509979516
C.A.B.A.,2024-07-01,1422008.6564399872,6607.7479,6551.322,GBA,21520.322475377536,21705.674922404778,23191.94672018185,23561.46110052345
Catamarca,2024-07-01,979000.8209352008,6607.7479,6612.6868,NOA,14815.952965384784,14804.88718950368,15210.263615101258,14910.130739738388
Chaco,2024-07-01,867865.890559555,6607.7479,6681.8247,NEA,13134.064793233942,12988.456440043316,13663.67716948755,13158.508439351015
Chubut,2024-07-01,2005624.2713395215,6607.7479,6497.5651,Patagonia,30352.614865036263,30867.320919024292,30193.668445887433,30737.755111274248
Corrientes,2024-07-01,832175.5223265827,6607.7479,6681.8247,NEA,12593.935708815143,12454.315395711932,13441.623408352949,12940.355293861883
Córdoba,2024-07-01,1029969.437896671,6607.7479,6662.3273,Pampeana,15587.299235442546,15459.604302188382,16209.052922903602,16036.671035852416
Entre Ríos,2024-07-01,961196.035235291,6607.7479,6662.3273,Pampeana,14546.499802683013,14427.331350642155,15187.446035985176,15026.369720305767
Formosa,2024-07-01,889128.487214722,6607.7479,6681.8247,NEA,13455.847599977626,13306.671861875126,14064.581624318944,13539.431686023923
Jujuy,2024-07-01,1029848.5342466444,6607.7479,6612.6868,NOA,15585.469509916447,15573.828995600463,16077.99209493273,15756.397441788227
La Pampa,2024-07-01,1035537.398163447,6607.7479,6662.3273,Pampeana,15671.563350100674,15543.178104796007,16288.380947229705,16116.145564508326
La Rioja,2024-07-01,884958.910699574,6607.7479,6612.6868,NOA,13392.746274408773,13382.743466688518,13477.859074880333,13207.998548657057
