fecha,la_rioja_region,salario_nominal,salario_sa,salario_real_sa,ipc_nacional,indice_salario_real_sa,indice_salario_sa,indice_ipc,fecha_base
2018-02-01,3. La Rioja,18033.499381170564,22217.2091913847,17082.197984158694,130.0606,116.44545160366953,1.9258295048417424,1.6538469114246228,2025-01-01
2018-03-01,1. Resto país,28972.205488738502,31297.6869491841,23513.461474278352,133.1054,109.4244520055883,1.852079431281806,1.6925645021162368,2025-01-01
2018-03-01,2. NOA-Resto,21115.863142607377,22308.5186982346,16760.04031259032,133.1054,106.86860976909888,1.8088201528568923,1.6925645021162368,2025-01-01
2018-03-01,3. La Rioja,18507.007590491416,22799.1924892299,17128.675838267944,133.1054,116.76228054549188,1.9762769123743678,1.6925645021162368,2025-01-01
2018-04-01,1. Resto país,29596.066438207512,31593.5887695254,23102.970043060242,136.7512,107.51415054005686,1.8695897883897534,1.7389243918112858,2025-01-01
2018-04-01,2. NOA-Resto,21453.529463370975,23052.1221620047,16856.979801277575,136.7512,107.48673408112406,1.8691130368980005,1.7389243918112858,2025-01-01
2018-04-01,3. La Rioja,20482.31554638892,23296.2722756418,17035.51579484626,136.7512,116.12722975532333,2.019364723750051,1.7389243918112858,2025-01-01
2018-05-01,1. Resto país,30909.434190836597,33270.4347815687,23834.5165292531,139.5893,110.91854395341427,1.9688192302770966,1.7750135911484732,2025-01-01
2018-05-01,2. NOA-Resto,21648.74308521708,23525.6616855993,16853.48496310197,139.5893,107.46444961818548,1.9075085863756962,1.7750135911484732,2025-01-01
2018-05-01,3. La Rioja,21449.164955427288,23920.2251325284,17136.145200619532,139.5893,116.81319748680288,2.073450131645858,1.7750135911484732,2025-01-01
2018-06-01,1. Resto país,43850.76270777197,33372.8987172865,23046.738425517924,144.8053,107.25246580505146,1.974882660718434,1.8413400996375222,2025-01-01
2018-06-01,2. NOA-Resto,31341.982382977025,23994.913727295,16570.46650039398,144.8053,105.65981257170598,1.9455564980846698,1.8413400996375222,2025-01-01
2018-06-01,3. La Rioja,32131.408133431378,24371.9844350372,16830.864916572253,144.8053,114.73217134634085,2.1126094781850058,1.8413400996375222,2025-01-01
2018-07-01,1. Resto país,31729.265363724815,34010.9272047798,22780.77813210736,149.2966,106.01476801251113,2.012638787558631,1.8984513434214312,2025-01-01
2018-07-01,2. NOA-Resto,22464.59723450925,24303.281754134,16278.523257819668,149.2966,103.7982676181439,1.970559606044825,1.8984513434214312,2025-01-01
2018-07-01,3. La Rioja,23402.982579514308,24413.8692020107,16352.595572846734,149.2966,111.47191820034902,2.116240128612165,1.8984513434214312,2025-01-01
2018-08-01,1. Resto país,32568.412194126115,35121.3131126395,22643.806075585384,155.1034,105.37734198991588,2.0783472504259084,1.9722904480023762,2025-01-01
2018-08-01,2. NOA-Resto,23066.934872315258,25085.4889410743,16173.397192501454,155.1034,103.12794247324473,2.0339825586211915,1.9722904480023762,2025-01-01
2018-08-01,3. La Rioja,23589.226073431844,24658.2029736598,15897.912601309707,155.1034,108.3724479795831,2.137419439767662,1.9722904480023762,2025-01-01
2018-09-01,1. Resto país,33488.151103395096,36377.185129104,22014.983892417193,165.2383,102.45099603794247,2.1526650341583875,2.101165549782604,2025-01-01
2018-09-01,2. NOA-Resto,23372.79387492916,25645.3072422185,15520.195525019622,165.2383,98.96287169771676,2.079373767187983,2.101165549782604,2025-01-01
