jurisdiccion,fecha,puestos_miles
Tucumán,2025-10-01,158.697
Buenos Aires,2025-11-01,1952.376
C.A.B.A.,2025-11-01,1496.671
Catamarca,2025-11-01,35.065
Chaco,2025-11-01,71.091
Chubut,2025-11-01,91.21
Corrientes,2025-11-01,77.376
Córdoba,2025-11-01,518.27
Entre Ríos,2025-11-01,135.974
Formosa,2025-11-01,21.992
Jujuy,2025-11-01,58.646
La Pampa,2025-11-01,38.498
La Rioja,2025-11-01,28.37
Mendoza,2025-11-01,242.305
Misiones,2025-11-01,99.161
Neuquén,2025-11-01,148.522
Río Negro,2025-11-01,111.704
Salta,2025-11-01,120.614
San Juan,2025-11-01,80.546
San Luis,2025-11-01,51.43
Santa Cruz,2025-11-01,50.968
Santa Fe,2025-11-01,509.437
Santiago del Estero,2025-11-01,51.061
Tierra del Fuego,2025-11-01,33.814
Tucumán,2025-11-01,158.457
Buenos Aires,2025-12-01,1946.189
C.A.B.A.,2025-12-01,1495.826
Catamarca,2025-12-01,34.838
Chaco,2025-12-01,70.603
Chubut,2025-12-01,90.567
Corrientes,2025-12-01,77.826
Córdoba,2025-12-01,515.955
Entre Ríos,2025-12-01,135.778
Formosa,2025-12-01,22.079
Jujuy,2025-12-01,58.317
La Pampa,2025-12-01,38.472
La Rioja,2025-12-01,28.413
Mendoza,2025-12-01,241.578
Misiones,2025-12-01,98.666
Neuquén,2025-12-01,148.938
Río Negro,2025-12-01,112.339
Salta,2025-12-01,120.094
San Juan,2025-12-01,80.701
San Luis,2025-12-01,50.893
Santa Cruz,2025-12-01,50.932
Santa Fe,2025-12-01,508.929
Santiago del Estero,2025-12-01,50.804
Tierra del Fuego,2025-12-01,33.985
Tucumán,2025-12-01,158.817
Buenos Aires,2026-01-01,1946.992
C.A.B.A.,2026-01-01,1491.503
Catamarca,2026-01-01,34.81
Chaco,2026-01-01,70.504
Chubut,2026-01-01,90.199
Corrientes,2026-01-01,76.987
Córdoba,2026-01-01,515.176
Entre Ríos,2026-01-01,136.047
Formosa,2026-01-01,21.899
Jujuy,2026-01-01,57.97
La Pampa,2026-01-01,38.321
La Rioja,2026-01-01,28.849
Mendoza,2026-01-01,240.412
Misiones,2026-01-01,98.457
Neuquén,2026-01-01,150.555
Río Negro,2026-01-01,113.432
Salta,2026-01-01,120.116
San Juan,2026-01-01,80.87
San Luis,2026-01-01,50.833
Santa Cruz,2026-01-01,51.437
Santa Fe,2026-01-01,508.869
Santiago del Estero,2026-01-01,50.618
Tierra del Fuego,2026-01-01,32.941
Tucumán,2026-01-01,157.595
Buenos Aires,2026-02-01,1944.644
C.A.B.A.,2026-02-01,1492.657
Catamarca,2026-02-01,35.402
Chaco,2026-02-01,70.448
Chubut,2026-02-01,89.836
Corrientes,2026-02-01,76.715
Córdoba,2026-02-01,515.277
Entre Ríos,2026-02-01,135.668
Formosa,2026-02-01,21.862
Jujuy,2026-02-01,57.882
La Pampa,2026-02-01,38.36
La Rioja,2026-02-01,30.154
Mendoza,2026-02-01,238.429
Misiones,2026-02-01,98.503
Neuquén,2026-02-01,151.714
Río Negro,2026-02-01,113.935
Salta,2026-02-01,120.033
San Juan,2026-02-01,81.044
San Luis,2026-02-01,50.707
Santa Cruz,2026-02-01,51.118
Santa Fe,2026-02-01,509.64
Santiago del Estero,2026-02-01,50.515
Tierra del Fuego,2026-02-01,32.813
Tucumán,2026-02-01,158.131
Buenos Aires,2026-03-01,1942.92
C.A.B.A.,2026-03-01,1491.207
Catamarca,2026-03-01,34.825
Chaco,2026-03-01,70.064
Chubut,2026-03-01,89.762
Corrientes,2026-03-01,76.163
Córdoba,2026-03-01,515.253
Entre Ríos,2026-03-01,135.567
Formosa,2026-03-01,21.706
Jujuy,2026-03-01,57.568
La Pampa,2026-03-01,38.176
La Rioja,2026-03-01,29.337
Mendoza,2026-03-01,238.48
Misiones,2026-03-01,97.796
Neuquén,2026-03-01,153.026
Río Negro,2026-03-01,114.071
Salta,2026-03-01,119.578
San Juan,2026-03-01,81.313
San Luis,2026-03-01,50.782
Santa Cruz,2026-03-01,51.047
Santa Fe,2026-03-01,509.851
Santiago del Estero,2026-03-01,49.722
Tierra del Fuego,2026-03-01,32.475
Tucumán,2026-03-01,158.574
