jurisdiccion,fecha,puestos_miles
Tierra del Fuego,2017-04-01,36.311
Tucumán,2017-04-01,165.649
Buenos Aires,2017-05-01,1956.502
C.A.B.A.,2017-05-01,1541.793
Catamarca,2017-05-01,32.371
Chaco,2017-05-01,76.786
Chubut,2017-05-01,97.777
Corrientes,2017-05-01,76.838
Córdoba,2017-05-01,506.524
Entre Ríos,2017-05-01,136.419
Formosa,2017-05-01,26.257
Jujuy,2017-05-01,58.449
La Pampa,2017-05-01,37.582
La Rioja,2017-05-01,32.47
Mendoza,2017-05-01,243.898
Misiones,2017-05-01,105.097
Neuquén,2017-05-01,108.739
Río Negro,2017-05-01,104.774
Salta,2017-05-01,115.121
San Juan,2017-05-01,79.347
San Luis,2017-05-01,55.915
Santa Cruz,2017-05-01,58.054
Santa Fe,2017-05-01,506.264
Santiago del Estero,2017-05-01,51.567
Tierra del Fuego,2017-05-01,36.337
Tucumán,2017-05-01,166.814
Buenos Aires,2017-08-01,1960.784
C.A.B.A.,2017-08-01,1548.352
Catamarca,2017-08-01,32.186
Chaco,2017-08-01,77.802
Chubut,2017-08-01,97.229
Corrientes,2017-08-01,77.333
Córdoba,2017-08-01,511.02
Entre Ríos,2017-08-01,136.256
Formosa,2017-08-01,26.62
Jujuy,2017-08-01,58.819
La Pampa,2017-08-01,37.741
La Rioja,2017-08-01,30.824
Mendoza,2017-08-01,244.722
Misiones,2017-08-01,104.221
Neuquén,2017-08-01,110.475
Río Negro,2017-08-01,104.94
Salta,2017-08-01,116.345
San Juan,2017-08-01,80.841
San Luis,2017-08-01,56.356
Santa Cruz,2017-08-01,57.864
Santa Fe,2017-08-01,506.205
Santiago del Estero,2017-08-01,52.957
Tierra del Fuego,2017-08-01,36.705
Tucumán,2017-08-01,166.565
Buenos Aires,2017-09-01,1963.723
C.A.B.A.,2017-09-01,1548.535
Catamarca,2017-09-01,31.923
Chaco,2017-09-01,77.906
Chubut,2017-09-01,97.438
Corrientes,2017-09-01,77.585
Córdoba,2017-09-01,513.09
Entre Ríos,2017-09-01,137.8
Formosa,2017-09-01,26.598
Jujuy,2017-09-01,59.33
La Pampa,2017-09-01,37.55
La Rioja,2017-09-01,30.919
Mendoza,2017-09-01,244.593
Misiones,2017-09-01,103.024
Neuquén,2017-09-01,111.077
Río Negro,2017-09-01,104.663
Salta,2017-09-01,116.705
San Juan,2017-09-01,81.496
San Luis,2017-09-01,56.069
Santa Cruz,2017-09-01,57.695
Santa Fe,2017-09-01,507.768
Santiago del Estero,2017-09-01,53.422
Tierra del Fuego,2017-09-01,36.847
Tucumán,2017-09-01,169.047
Buenos Aires,2017-10-01,1967.279
C.A.B.A.,2017-10-01,1550.208
Catamarca,2017-10-01,31.669
Chaco,2017-10-01,77.998
Chubut,2017-10-01,97.448
Corrientes,2017-10-01,77.438
Córdoba,2017-10-01,515.76
Entre Ríos,2017-10-01,137.26
Formosa,2017-10-01,26.408
Jujuy,2017-10-01,59.127
La Pampa,2017-10-01,37.652
La Rioja,2017-10-01,30.919
Mendoza,2017-10-01,243.965
Misiones,2017-10-01,103.076
Neuquén,2017-10-01,111.76
Río Negro,2017-10-01,104.496
Salta,2017-10-01,116.78
San Juan,2017-10-01,81.778
San Luis,2017-10-01,56.057
Santa Cruz,2017-10-01,57.44
Santa Fe,2017-10-01,510.08
Santiago del Estero,2017-10-01,53.761
Tierra del Fuego,2017-10-01,37.054
Tucumán,2017-10-01,170.243
Buenos Aires,2017-11-01,1968.328
C.A.B.A.,2017-11-01,1555.073
Catamarca,2017-11-01,31.515
Chaco,2017-11-01,78.366
Chubut,2017-11-01,96.997
Corrientes,2017-11-01,77.469
Córdoba,2017-11-01,517.414
Entre Ríos,2017-11-01,134.899
Formosa,2017-11-01,26.406
Jujuy,2017-11-01,59.933
La Pampa,2017-11-01,37.606
La Rioja,2017-11-01,31.171
Mendoza,2017-11-01,244.875
Misiones,2017-11-01,104.201
Neuquén,2017-11-01,112.645
Río Negro,2017-11-01,105.122
Salta,2017-11-01,116.928
San Juan,2017-11-01,82.131
San Luis,2017-11-01,55.905
Santa Cruz,2017-11-01,57.416
Santa Fe,2017-11-01,511.254
Santiago del Estero,2017-11-01,53.976
Tierra del Fuego,2017-11-01,37.256
Tucumán,2017-11-01,170.781
Buenos Aires,2017-12-01,1969.57
C.A.B.A.,2017-12-01,1557.073
Catamarca,2017-12-01,31.399
Chaco,2017-12-01,78.291
Chubut,2017-12-01,96.957
Corrientes,2017-12-01,78.215
Córdoba,2017-12-01,519.326
Entre Ríos,2017-12-01,136.55
Formosa,2017-12-01,26.385
Jujuy,2017-12-01,60.32
La Pampa,2017-12-01,37.583
La Rioja,2017-12-01,31.492
Mendoza,2017-12-01,246.094
Misiones,2017-12-01,104.88
Neuquén,2017-12-01,112.931
Río Negro,2017-12-01,105.517
Salta,2017-12-01,118.788
San Juan,2017-12-01,82.223
San Luis,2017-12-01,55.876
Santa Cruz,2017-12-01,56.917
Santa Fe,2017-12-01,511.838
Santiago del Estero,2017-12-01,54.428
Tierra del Fuego,2017-12-01,37.495
Tucumán,2017-12-01,171.661
Buenos Aires,2018-01-01,1967.706
C.A.B.A.,2018-01-01,1555.063
Catamarca,2018-01-01,31.258
Chaco,2018-01-01,77.915
Chubut,2018-01-01,96.345
Corrientes,2018-01-01,78.583
Córdoba,2018-01-01,519.396
Entre Ríos,2018-01-01,135.878
Formosa,2018-01-01,27.057
Jujuy,2018-01-01,60.443
La Pampa,2018-01-01,37.723
La Rioja,2018-01-01,30.431
Mendoza,2018-01-01,244.941
Misiones,2018-01-01,105.19
Neuquén,2018-01-01,114.167
Río Negro,2018-01-01,104.306
Salta,2018-01-01,117.24
San Juan,2018-01-01,82.156
San Luis,2018-01-01,55.651
Santa Cruz,2018-01-01,56.828
Santa Fe,2018-01-01,510.733
Santiago del Estero,2018-01-01,54.202
Tierra del Fuego,2018-01-01,37.753
Tucumán,2018-01-01,172.635
Buenos Aires,2018-02-01,1965.669
C.A.B.A.,2018-02-01,1554.369
Catamarca,2018-02-01,31.209
Chaco,2018-02-01,77.898
Chubut,2018-02-01,95.637
Corrientes,2018-02-01,78.873
Córdoba,2018-02-01,520.241
Entre Ríos,2018-02-01,137.178
Formosa,2018-02-01,26.109
Jujuy,2018-02-01,60.418
La Pampa,2018-02-01,37.891
La Rioja,2018-02-01,29.54
Mendoza,2018-02-01,246.985
Misiones,2018-02-01,105.123
Neuquén,2018-02-01,114.154
Río Negro,2018-02-01,103.307
Salta,2018-02-01,116.835
San Juan,2018-02-01,82.012
San Luis,2018-02-01,55.682
Santa Cruz,2018-02-01,56.112
Santa Fe,2018-02-01,510.277
Santiago del Estero,2018-02-01,54.437
Tierra del Fuego,2018-02-01,38.041
Tucumán,2018-02-01,172.453
Buenos Aires,2018-03-01,1966.862
C.A.B.A.,2018-03-01,1556.303
Catamarca,2018-03-01,30.829
Chaco,2018-03-01,78.077
Chubut,2018-03-01,95.762
Corrientes,2018-03-01,79.062
Córdoba,2018-03-01,520.922
Entre Ríos,2018-03-01,136.967
Formosa,2018-03-01,26.245
Jujuy,2018-03-01,60.755
La Pampa,2018-03-01,38.137
La Rioja,2018-03-01,29.407
Mendoza,2018-03-01,248.496
Misiones,2018-03-01,105.981
Neuquén,2018-03-01,114.617
Río Negro,2018-03-01,104.01
Salta,2018-03-01,116.742
San Juan,2018-03-01,82.135
San Luis,2018-03-01,55.615
Santa Cruz,2018-03-01,56.112
Santa Fe,2018-03-01,510.607
Santiago del Estero,2018-03-01,54.63
Tierra del Fuego,2018-03-01,38.24
Tucumán,2018-03-01,172.607
Buenos Aires,2018-04-01,1966.694
C.A.B.A.,2018-04-01,1555.297
Catamarca,2018-04-01,30.725
Chaco,2018-04-01,77.969
Chubut,2018-04-01,95.978
Corrientes,2018-04-01,79.627
Córdoba,2018-04-01,521.146
Entre Ríos,2018-04-01,137.396
Formosa,2018-04-01,26.253
Jujuy,2018-04-01,60.877
La Pampa,2018-04-01,38.201
La Rioja,2018-04-01,29.497
Mendoza,2018-04-01,247.946
Misiones,2018-04-01,106.947
Neuquén,2018-04-01,115.435
Río Negro,2018-04-01,104.647
Salta,2018-04-01,116.934
San Juan,2018-04-01,82.206
San Luis,2018-04-01,55.596
Santa Cruz,2018-04-01,56.067
Santa Fe,2018-04-01,510.94
Santiago del Estero,2018-04-01,54.75
Tierra del Fuego,2018-04-01,38.082
Tucumán,2018-04-01,172.765
Buenos Aires,2018-05-01,1965.46
C.A.B.A.,2018-05-01,1555.308
Catamarca,2018-05-01,30.465
Chaco,2018-05-01,77.549
Chubut,2018-05-01,95.662
Corrientes,2018-05-01,79.097
Córdoba,2018-05-01,519.219
Entre Ríos,2018-05-01,136.076
Formosa,2018-05-01,26.257
Jujuy,2018-05-01,61.397
La Pampa,2018-05-01,38.231
La Rioja,2018-05-01,29.253
Mendoza,2018-05-01,247.618
Misiones,2018-05-01,106.194
Neuquén,2018-05-01,116.169
Río Negro,2018-05-01,104.422
Salta,2018-05-01,116.885
San Juan,2018-05-01,82.136
San Luis,2018-05-01,55.188
Santa Cruz,2018-05-01,56.261
Santa Fe,2018-05-01,510.27
Santiago del Estero,2018-05-01,54.464
Tierra del Fuego,2018-05-01,38.116
Tucumán,2018-05-01,172.33
Buenos Aires,2018-06-01,1957.054
C.A.B.A.,2018-06-01,1553.226
Catamarca,2018-06-01,30.522
Chaco,2018-06-01,77.026
Chubut,2018-06-01,95.439
Corrientes,2018-06-01,78.896
Córdoba,2018-06-01,518.123
Entre Ríos,2018-06-01,135.565
Formosa,2018-06-01,26.03
Jujuy,2018-06-01,61.188
La Pampa,2018-06-01,38.057
La Rioja,2018-06-01,29.269
Mendoza,2018-06-01,246.626
Misiones,2018-06-01,105.161
Neuquén,2018-06-01,116.108
Río Negro,2018-06-01,104.084
Salta,2018-06-01,115.94
San Juan,2018-06-01,81.752
San Luis,2018-06-01,54.751
Santa Cruz,2018-06-01,55.847
Santa Fe,2018-06-01,508.986
Santiago del Estero,2018-06-01,54.156
Tierra del Fuego,2018-06-01,37.209
Tucumán,2018-06-01,171.716
Buenos Aires,2018-07-01,1953.397
C.A.B.A.,2018-07-01,1548.492
Catamarca,2018-07-01,30.447
Chaco,2018-07-01,76.275
Chubut,2018-07-01,95.289
Corrientes,2018-07-01,78.312
Córdoba,2018-07-01,517.468
Entre Ríos,2018-07-01,135.892
Formosa,2018-07-01,25.799
Jujuy,2018-07-01,60.867
La Pampa,2018-07-01,37.886
La Rioja,2018-07-01,29.678
Mendoza,2018-07-01,247.309
Misiones,2018-07-01,104.775
Neuquén,2018-07-01,116.122
Río Negro,2018-07-01,104.194
Salta,2018-07-01,116.234
San Juan,2018-07-01,81.665
San Luis,2018-07-01,54.209
Santa Cruz,2018-07-01,55.911
Santa Fe,2018-07-01,508.346
Santiago del Estero,2018-07-01,54.092
Tierra del Fuego,2018-07-01,36.967
Tucumán,2018-07-01,173.101
Buenos Aires,2018-08-01,1949.669
C.A.B.A.,2018-08-01,1545.434
Catamarca,2018-08-01,30.05
Chaco,2018-08-01,75.271
Chubut,2018-08-01,95.557
Corrientes,2018-08-01,78.084
Córdoba,2018-08-01,515.126
Entre Ríos,2018-08-01,135.11
Formosa,2018-08-01,25.54
Jujuy,2018-08-01,60.803
La Pampa,2018-08-01,38.014
La Rioja,2018-08-01,29.859
Mendoza,2018-08-01,247.075
Misiones,2018-08-01,104.541
Neuquén,2018-08-01,116.68
Río Negro,2018-08-01,103.826
Salta,2018-08-01,116.269
San Juan,2018-08-01,81.677
San Luis,2018-08-01,53.749
Santa Cruz,2018-08-01,56.069
Santa Fe,2018-08-01,510.102
Santiago del Estero,2018-08-01,53.875
Tierra del Fuego,2018-08-01,36.588
Tucumán,2018-08-01,174.32
Buenos Aires,2018-09-01,1942.593
C.A.B.A.,2018-09-01,1542.322
Catamarca,2018-09-01,29.725
Chaco,2018-09-01,74.561
Chubut,2018-09-01,96.144
Corrientes,2018-09-01,77.951
Córdoba,2018-09-01,512.692
Entre Ríos,2018-09-01,133.22
Formosa,2018-09-01,25.163
Jujuy,2018-09-01,60.998
La Pampa,2018-09-01,37.692
La Rioja,2018-09-01,30.136
Mendoza,2018-09-01,246.387
Misiones,2018-09-01,103.455
Neuquén,2018-09-01,116.613
Río Negro,2018-09-01,103.485
Salta,2018-09-01,115.811
San Juan,2018-09-01,81.439
San Luis,2018-09-01,53.54
Santa Cruz,2018-09-01,55.543
Santa Fe,2018-09-01,507.889
Santiago del Estero,2018-09-01,53.632
Tierra del Fuego,2018-09-01,36.165
Tucumán,2018-09-01,172.496
Buenos Aires,2018-10-01,1935.634
C.A.B.A.,2018-10-01,1537.908
Catamarca,2018-10-01,29.364
Chaco,2018-10-01,74.097
Chubut,2018-10-01,95.986
Corrientes,2018-10-01,78.293
Córdoba,2018-10-01,510.316
Entre Ríos,2018-10-01,137.047
Formosa,2018-10-01,24.805
Jujuy,2018-10-01,61.613
La Pampa,2018-10-01,37.441
La Rioja,2018-10-01,29.964
Mendoza,2018-10-01,246.385
Misiones,2018-10-01,102.522
Neuquén,2018-10-01,117.216
Río Negro,2018-10-01,103.12
Salta,2018-10-01,116.73
San Juan,2018-10-01,81.419
San Luis,2018-10-01,53.153
Santa Cruz,2018-10-01,55.735
Santa Fe,2018-10-01,506.036
Santiago del Estero,2018-10-01,53.19
Tierra del Fuego,2018-10-01,35.635
Tucumán,2018-10-01,172.08
Buenos Aires,2018-11-01,1922.48
C.A.B.A.,2018-11-01,1531.591
Catamarca,2018-11-01,29.001
Chaco,2018-11-01,73.484
Chubut,2018-11-01,94.014
Corrientes,2018-11-01,77.788
Córdoba,2018-11-01,508.435
Entre Ríos,2018-11-01,136.277
Formosa,2018-11-01,24.795
Jujuy,2018-11-01,62.355
La Pampa,2018-11-01,37.178
La Rioja,2018-11-01,29.568
Mendoza,2018-11-01,245.405
Misiones,2018-11-01,102.067
Neuquén,2018-11-01,117.865
Río Negro,2018-11-01,102.783
Salta,2018-11-01,117.092
San Juan,2018-11-01,80.835
San Luis,2018-11-01,52.968
Santa Cruz,2018-11-01,55.853
Santa Fe,2018-11-01,503.346
Santiago del Estero,2018-11-01,52.881
Tierra del Fuego,2018-11-01,35.295
Tucumán,2018-11-01,171.65
Buenos Aires,2018-12-01,1919.586
C.A.B.A.,2018-12-01,1529.352
Catamarca,2018-12-01,28.953
Chaco,2018-12-01,73.614
Chubut,2018-12-01,94.398
Corrientes,2018-12-01,77.172
Córdoba,2018-12-01,506.854
Entre Ríos,2018-12-01,133.618
Formosa,2018-12-01,24.709
Jujuy,2018-12-01,62.077
La Pampa,2018-12-01,37.112
La Rioja,2018-12-01,29.824
Mendoza,2018-12-01,244.686
Misiones,2018-12-01,102.934
Neuquén,2018-12-01,118.712
Río Negro,2018-12-01,102.991
Salta,2018-12-01,117.452
San Juan,2018-12-01,80.389
San Luis,2018-12-01,52.483
Santa Cruz,2018-12-01,56.355
Santa Fe,2018-12-01,502.223
Santiago del Estero,2018-12-01,52.351
Tierra del Fuego,2018-12-01,34.95
Tucumán,2018-12-01,170.83
Buenos Aires,2019-01-01,1916.41
C.A.B.A.,2019-01-01,1525.531
Catamarca,2019-01-01,29.062
Chaco,2019-01-01,73.295
Chubut,2019-01-01,94.744
Corrientes,2019-01-01,76.282
Córdoba,2019-01-01,506.28
Entre Ríos,2019-01-01,133.591
Formosa,2019-01-01,24.616
Jujuy,2019-01-01,61.367
La Pampa,2019-01-01,37.049
La Rioja,2019-01-01,29.372
Mendoza,2019-01-01,244.172
Misiones,2019-01-01,102.73
Neuquén,2019-01-01,118.713
Río Negro,2019-01-01,102.899
Salta,2019-01-01,116.594
San Juan,2019-01-01,80.279
San Luis,2019-01-01,52.923
Santa Cruz,2019-01-01,56.859
Santa Fe,2019-01-01,501.46
Santiago del Estero,2019-01-01,52.209
Tierra del Fuego,2019-01-01,35.081
Tucumán,2019-01-01,170.656
Buenos Aires,2019-02-01,1917.626
C.A.B.A.,2019-02-01,1525.964
Catamarca,2019-02-01,29.305
Chaco,2019-02-01,73.45
Chubut,2019-02-01,94.978
Corrientes,2019-02-01,76.652
Córdoba,2019-02-01,506.241
Entre Ríos,2019-02-01,133.532
Formosa,2019-02-01,24.73
Jujuy,2019-02-01,60.329
La Pampa,2019-02-01,36.992
La Rioja,2019-02-01,30.258
Mendoza,2019-02-01,245.419
Misiones,2019-02-01,103.554
Neuquén,2019-02-01,119.969
Río Negro,2019-02-01,102.809
Salta,2019-02-01,116.64
San Juan,2019-02-01,80.666
San Luis,2019-02-01,53.051
Santa Cruz,2019-02-01,57.204
Santa Fe,2019-02-01,502.24
Santiago del Estero,2019-02-01,52.067
Tierra del Fuego,2019-02-01,34.76
Tucumán,2019-02-01,169.922
Buenos Aires,2019-03-01,1921.303
C.A.B.A.,2019-03-01,1521.864
Catamarca,2019-03-01,28.68
Chaco,2019-03-01,72.843
Chubut,2019-03-01,95.036
Corrientes,2019-03-01,76.972
Córdoba,2019-03-01,501.575
Entre Ríos,2019-03-01,133.559
Formosa,2019-03-01,24.569
Jujuy,2019-03-01,60.05
La Pampa,2019-03-01,36.515
La Rioja,2019-03-01,28.895
Mendoza,2019-03-01,244.626
Misiones,2019-03-01,103.771
Neuquén,2019-03-01,120.348
Río Negro,2019-03-01,103.294
Salta,2019-03-01,115.383
San Juan,2019-03-01,80.139
San Luis,2019-03-01,52.43
Santa Cruz,2019-03-01,56.879
Santa Fe,2019-03-01,500.382
Santiago del Estero,2019-03-01,52.035
Tierra del Fuego,2019-03-01,34.245
Tucumán,2019-03-01,168.961
Buenos Aires,2019-04-01,1912.774
C.A.B.A.,2019-04-01,1518.733
Catamarca,2019-04-01,28.183
Chaco,2019-04-01,72.745
Chubut,2019-04-01,95.391
Corrientes,2019-04-01,77.506
Córdoba,2019-04-01,499.719
Entre Ríos,2019-04-01,132.703
Formosa,2019-04-01,24.619
Jujuy,2019-04-01,59.926
La Pampa,2019-04-01,36.587
La Rioja,2019-04-01,28.902
Mendoza,2019-04-01,247.806
Misiones,2019-04-01,103.757
Neuquén,2019-04-01,120.646
Río Negro,2019-04-01,103.211
Salta,2019-04-01,115.804
San Juan,2019-04-01,80.235
San Luis,2019-04-01,52.946
Santa Cruz,2019-04-01,56.485
Santa Fe,2019-04-01,500.638
Santiago del Estero,2019-04-01,51.518
Tierra del Fuego,2019-04-01,33.864
Tucumán,2019-04-01,169.075
Buenos Aires,2019-05-01,1904.907
C.A.B.A.,2019-05-01,1521.305
Catamarca,2019-05-01,28.03
Chaco,2019-05-01,72.512
Chubut,2019-05-01,94.596
Corrientes,2019-05-01,77.193
Córdoba,2019-05-01,499.957
Entre Ríos,2019-05-01,132.684
Formosa,2019-05-01,24.56
Jujuy,2019-05-01,60.594
La Pampa,2019-05-01,36.215
La Rioja,2019-05-01,29.298
Mendoza,2019-05-01,247.159
Misiones,2019-05-01,103.424
Neuquén,2019-05-01,121.368
Río Negro,2019-05-01,103.169
Salta,2019-05-01,116.359
San Juan,2019-05-01,80.123
San Luis,2019-05-01,53.299
Santa Cruz,2019-05-01,55.944
Santa Fe,2019-05-01,500.722
Santiago del Estero,2019-05-01,51.342
Tierra del Fuego,2019-05-01,33.63
Tucumán,2019-05-01,171.04
Buenos Aires,2019-06-01,1901.937
C.A.B.A.,2019-06-01,1518.771
Catamarca,2019-06-01,27.814
Chaco,2019-06-01,72.396
Chubut,2019-06-01,95.147
Corrientes,2019-06-01,76.972
Córdoba,2019-06-01,498.388
Entre Ríos,2019-06-01,132.555
Formosa,2019-06-01,24.459
Jujuy,2019-06-01,60.434
La Pampa,2019-06-01,36.669
La Rioja,2019-06-01,28.831
Mendoza,2019-06-01,246.163
Misiones,2019-06-01,103.388
Neuquén,2019-06-01,121.817
Río Negro,2019-06-01,103.088
Salta,2019-06-01,116.795
San Juan,2019-06-01,79.464
San Luis,2019-06-01,53.413
Santa Cruz,2019-06-01,56.722
Santa Fe,2019-06-01,501.495
Santiago del Estero,2019-06-01,51.334
Tierra del Fuego,2019-06-01,33.522
Tucumán,2019-06-01,171.075
Buenos Aires,2019-07-01,1901.289
C.A.B.A.,2019-07-01,1515.204
Catamarca,2019-07-01,27.902
Chaco,2019-07-01,72.49
Chubut,2019-07-01,95.615
Corrientes,2019-07-01,78.71
Córdoba,2019-07-01,496.694
Entre Ríos,2019-07-01,132.24
Formosa,2019-07-01,24.343
Jujuy,2019-07-01,60.49
La Pampa,2019-07-01,36.671
La Rioja,2019-07-01,28.542
Mendoza,2019-07-01,246.221
Misiones,2019-07-01,102.901
Neuquén,2019-07-01,122.594
Río Negro,2019-07-01,103.057
Salta,2019-07-01,117.261
San Juan,2019-07-01,78.74
San Luis,2019-07-01,53.142
Santa Cruz,2019-07-01,56.873
Santa Fe,2019-07-01,499.158
Santiago del Estero,2019-07-01,51.418
Tierra del Fuego,2019-07-01,33.224
Tucumán,2019-07-01,170.901
Buenos Aires,2019-08-01,1896.411
C.A.B.A.,2019-08-01,1512.981
Catamarca,2019-08-01,27.866
Chaco,2019-08-01,72.375
Chubut,2019-08-01,95.749
Corrientes,2019-08-01,78.545
Córdoba,2019-08-01,495.691
Entre Ríos,2019-08-01,131.932
Formosa,2019-08-01,24.36
Jujuy,2019-08-01,60.804
La Pampa,2019-08-01,36.663
La Rioja,2019-08-01,28.408
Mendoza,2019-08-01,245.724
Misiones,2019-08-01,101.697
Neuquén,2019-08-01,122.65
Río Negro,2019-08-01,102.803
Salta,2019-08-01,117.602
San Juan,2019-08-01,78.198
San Luis,2019-08-01,52.941
Santa Cruz,2019-08-01,56.843
Santa Fe,2019-08-01,499.218
Santiago del Estero,2019-08-01,51.173
Tierra del Fuego,2019-08-01,32.947
Tucumán,2019-08-01,169.004
Buenos Aires,2019-09-01,1889.57
C.A.B.A.,2019-09-01,1505.287
Catamarca,2019-09-01,27.748
Chaco,2019-09-01,72.158
Chubut,2019-09-01,95.438
Corrientes,2019-09-01,77.716
Córdoba,2019-09-01,493.657
Entre Ríos,2019-09-01,131.309
Formosa,2019-09-01,24.322
Jujuy,2019-09-01,60.386
La Pampa,2019-09-01,36.75
La Rioja,2019-09-01,28.198
Mendoza,2019-09-01,243.062
Misiones,2019-09-01,100.813
Neuquén,2019-09-01,123.006
Río Negro,2019-09-01,102.02
Salta,2019-09-01,117.356
San Juan,2019-09-01,76.559
San Luis,2019-09-01,52.746
Santa Cruz,2019-09-01,56.803
Santa Fe,2019-09-01,497.084
Santiago del Estero,2019-09-01,50.939
Tierra del Fuego,2019-09-01,32.413
Tucumán,2019-09-01,169.882
Buenos Aires,2019-10-01,1884.773
C.A.B.A.,2019-10-01,1498.482
Catamarca,2019-10-01,27.61
Chaco,2019-10-01,72.632
Chubut,2019-10-01,95.436
Corrientes,2019-10-01,76.214
Córdoba,2019-10-01,491.295
Entre Ríos,2019-10-01,132.279
Formosa,2019-10-01,24.385
Jujuy,2019-10-01,59.832
La Pampa,2019-10-01,36.498
La Rioja,2019-10-01,28.019
Mendoza,2019-10-01,243.218
Misiones,2019-10-01,100.678
Neuquén,2019-10-01,122.101
Río Negro,2019-10-01,101.525
Salta,2019-10-01,116.42
San Juan,2019-10-01,76.276
San Luis,2019-10-01,52.266
Santa Cruz,2019-10-01,56.769
Santa Fe,2019-10-01,493.882
Santiago del Estero,2019-10-01,50.623
Tierra del Fuego,2019-10-01,32.046
Tucumán,2019-10-01,169.81
Buenos Aires,2019-11-01,1882.568
C.A.B.A.,2019-11-01,1485.708
Catamarca,2019-11-01,27.63
Chaco,2019-11-01,71.994
Chubut,2019-11-01,94.84
Corrientes,2019-11-01,76.513
Córdoba,2019-11-01,490.009
Entre Ríos,2019-11-01,133.609
Formosa,2019-11-01,24.054
Jujuy,2019-11-01,59.806
La Pampa,2019-11-01,36.398
La Rioja,2019-11-01,27.961
Mendoza,2019-11-01,242.869
Misiones,2019-11-01,100.248
Neuquén,2019-11-01,121.574
Río Negro,2019-11-01,101.195
Salta,2019-11-01,116.17
San Juan,2019-11-01,76.047
San Luis,2019-11-01,51.676
Santa Cruz,2019-11-01,56.667
Santa Fe,2019-11-01,491.753
Santiago del Estero,2019-11-01,50.303
Tierra del Fuego,2019-11-01,31.976
Tucumán,2019-11-01,168.376
Buenos Aires,2019-12-01,1880.126
C.A.B.A.,2019-12-01,1481.108
Catamarca,2019-12-01,27.711
Chaco,2019-12-01,71.485
Chubut,2019-12-01,94.421
Corrientes,2019-12-01,76.272
Córdoba,2019-12-01,487.659
Entre Ríos,2019-12-01,131.869
Formosa,2019-12-01,23.967
Jujuy,2019-12-01,59.243
La Pampa,2019-12-01,36.374
La Rioja,2019-12-01,27.883
Mendoza,2019-12-01,240.905
Misiones,2019-12-01,100.623
Neuquén,2019-12-01,121.354
Río Negro,2019-12-01,100.881
Salta,2019-12-01,115.516
San Juan,2019-12-01,75.956
San Luis,2019-12-01,51.303
Santa Cruz,2019-12-01,56.366
Santa Fe,2019-12-01,490.711
Santiago del Estero,2019-12-01,50.262
Tierra del Fuego,2019-12-01,32.154
Tucumán,2019-12-01,167.757
Buenos Aires,2020-01-01,1875.522
C.A.B.A.,2020-01-01,1476.332
Catamarca,2020-01-01,27.824
Chaco,2020-01-01,71.247
Chubut,2020-01-01,95.311
Corrientes,2020-01-01,75.683
Córdoba,2020-01-01,487.224
Entre Ríos,2020-01-01,131.011
Formosa,2020-01-01,23.906
Jujuy,2020-01-01,59.351
La Pampa,2020-01-01,36.104
La Rioja,2020-01-01,27.672
Mendoza,2020-01-01,238.89
Misiones,2020-01-01,100.661
Neuquén,2020-01-01,121.311
Río Negro,2020-01-01,100.579
Salta,2020-01-01,115.31
San Juan,2020-01-01,75.558
San Luis,2020-01-01,50.842
Santa Cruz,2020-01-01,56.33
Santa Fe,2020-01-01,488.097
Santiago del Estero,2020-01-01,50.231
Tierra del Fuego,2020-01-01,32.243
Tucumán,2020-01-01,167.104
Buenos Aires,2020-02-01,1874.593
C.A.B.A.,2020-02-01,1476.813
Catamarca,2020-02-01,28.335
Chaco,2020-02-01,71.195
Chubut,2020-02-01,95.402
Corrientes,2020-02-01,75.505
Córdoba,2020-02-01,488.307
Entre Ríos,2020-02-01,130.675
Formosa,2020-02-01,23.831
Jujuy,2020-02-01,59.543
La Pampa,2020-02-01,35.929
La Rioja,2020-02-01,28.078
Mendoza,2020-02-01,240.009
Misiones,2020-02-01,97.539
Neuquén,2020-02-01,121.088
Río Negro,2020-02-01,100.796
Salta,2020-02-01,115.078
San Juan,2020-02-01,76.024
San Luis,2020-02-01,50.792
Santa Cruz,2020-02-01,56.827
Santa Fe,2020-02-01,487.942
Santiago del Estero,2020-02-01,50.265
Tierra del Fuego,2020-02-01,32.685
Tucumán,2020-02-01,166.863
Buenos Aires,2020-03-01,1862.239
C.A.B.A.,2020-03-01,1465.98
Catamarca,2020-03-01,28.088
Chaco,2020-03-01,70.677
Chubut,2020-03-01,94.826
Corrientes,2020-03-01,75.395
Córdoba,2020-03-01,483.532
Entre Ríos,2020-03-01,130.096
Formosa,2020-03-01,23.836
Jujuy,2020-03-01,58.769
La Pampa,2020-03-01,35.845
La Rioja,2020-03-01,28.818
Mendoza,2020-03-01,237.821
Misiones,2020-03-01,100.429
Neuquén,2020-03-01,120.077
Río Negro,2020-03-01,100.845
Salta,2020-03-01,114.217
San Juan,2020-03-01,75.095
San Luis,2020-03-01,50.145
Santa Cruz,2020-03-01,56.464
Santa Fe,2020-03-01,486.453
Santiago del Estero,2020-03-01,49.587
Tierra del Fuego,2020-03-01,32.471
Tucumán,2020-03-01,166.487
Buenos Aires,2020-04-01,1835.538
C.A.B.A.,2020-04-01,1437.437
Catamarca,2020-04-01,26.424
Chaco,2020-04-01,69.135
Chubut,2020-04-01,93.531
Corrientes,2020-04-01,74.357
